@relation 'chwilowki-weka.filters.unsupervised.attribute.MergeTwoValues-C1-F1-S2-weka.filters.unsupervised.attribute.MergeTwoValues-C1-F2-S3-weka.filters.unsupervised.attribute.MergeTwoValues-C1-F2-S3-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Reorder-R2-9,first-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R5'

@attribute rodzaj_zr_dochodu {13,12,11,17,98,99,16,15}
@attribute miesieczny_dochod_netto numeric
@attribute ktore_rolowanie {1,0,2,3,4,5,6}
@attribute kwota_kredytu numeric
@attribute wiek {'\'(-inf-30.4]\'','\'(30.4-42.8]\'','\'(42.8-55.2]\'','\'(55.2-67.6]\'','\'(67.6-inf)\''}
@attribute plec {k,m}
@attribute okres_pobieral_dochod numeric
@attribute okres_bedzie_pobieral_dochod numeric
@attribute status_pozyczki {dobra,zla}

@data
13,1798.71,0,800,'\'(55.2-67.6]\'',m,132,48,zla
11,1110,0,600,'\'(-inf-30.4]\'',m,7,48,zla
13,930,2,670.73,'\'(55.2-67.6]\'',k,91,48,dobra
11,1500,1,500,'\'(30.4-42.8]\'',m,99,48,zla
11,1033,1,400,'\'(30.4-42.8]\'',m,33,48,zla
13,1160,1,500,'\'(55.2-67.6]\'',k,75,48,dobra
13,1244.77,2,300,'\'(55.2-67.6]\'',k,36,48,dobra
13,930,2,200,'\'(67.6-inf)\'',k,236,48,dobra
13,1200,2,500,'\'(67.6-inf)\'',k,116,48,dobra
13,2015.55,0,600,'\'(67.6-inf)\'',m,108,48,dobra
13,1085,2,400,'\'(55.2-67.6]\'',k,163,48,dobra
11,2700,2,500,'\'(-inf-30.4]\'',m,61,48,dobra
11,980.11,2,400,'\'(30.4-42.8]\'',k,42,48,dobra
12,1139.48,0,500,'\'(-inf-30.4]\'',m,3,20,zla
13,866.46,2,200,'\'(67.6-inf)\'',k,192,48,dobra
13,1872,2,700,'\'(55.2-67.6]\'',k,32,48,dobra
12,2673.17,2,600,'\'(42.8-55.2]\'',m,109,48,dobra
13,1400,1,400,'\'(55.2-67.6]\'',k,51,48,dobra
11,1700,1,500,'\'(30.4-42.8]\'',k,194,48,dobra
11,2700,1,400,'\'(30.4-42.8]\'',m,5,48,zla
16,1770,2,500,'\'(55.2-67.6]\'',m,86,48,dobra
98,4000,2,500.8,'\'(30.4-42.8]\'',k,16,48,dobra
11,2670,2,1000,'\'(55.2-67.6]\'',k,85,48,dobra
13,625.86,0,250,'\'(67.6-inf)\'',m,254,48,zla
17,728,2,200,'\'(-inf-30.4]\'',m,97,48,dobra
13,757.1,0,200,'\'(55.2-67.6]\'',k,195,48,zla
13,2113.24,1,200,'\'(55.2-67.6]\'',k,58,48,dobra
16,685,0,300,'\'(42.8-55.2]\'',k,38,48,dobra
11,1906.42,0,400,'\'(55.2-67.6]\'',k,209,48,dobra
13,1561.87,1,281.29,'\'(55.2-67.6]\'',m,194,48,zla
12,984.34,1,200,'\'(42.8-55.2]\'',k,15,20,dobra
13,907,0,200,'\'(67.6-inf)\'',k,231,48,dobra
11,1721.7,2,385.97,'\'(42.8-55.2]\'',k,117,48,dobra
16,726,2,300,'\'(55.2-67.6]\'',m,230,48,dobra
13,936,2,300,'\'(55.2-67.6]\'',k,28,48,dobra
13,1900,2,500,'\'(55.2-67.6]\'',m,147,48,dobra
13,1817.24,0,400,'\'(55.2-67.6]\'',k,15,48,dobra
98,520,0,200,'\'(30.4-42.8]\'',k,26,48,zla
16,1100,2,850,'\'(67.6-inf)\'',m,134,48,zla
11,1730.13,0,400,'\'(55.2-67.6]\'',k,190,48,dobra
11,2709.34,2,337.64,'\'(30.4-42.8]\'',k,178,48,dobra
13,1399.99,0,300,'\'(55.2-67.6]\'',k,12,48,dobra
12,1963.88,1,400,'\'(42.8-55.2]\'',m,3,5,dobra
13,1050,2,600,'\'(55.2-67.6]\'',k,136,48,dobra
17,926,2,520.7,'\'(-inf-30.4]\'',m,53,48,zla
17,926,2,356.68,'\'(-inf-30.4]\'',m,53,48,zla
11,1443,2,600,'\'(42.8-55.2]\'',k,31,48,dobra
13,1820,2,1000,'\'(55.2-67.6]\'',k,66,48,dobra
13,2100,2,1000,'\'(67.6-inf)\'',k,52,48,dobra
16,650.77,0,200,'\'(55.2-67.6]\'',m,45,48,dobra
13,784,1,300,'\'(55.2-67.6]\'',k,36,48,zla
11,1000,2,300,'\'(-inf-30.4]\'',m,54,48,dobra
13,1026,2,300,'\'(55.2-67.6]\'',k,52,48,dobra
11,1500,1,200,'\'(55.2-67.6]\'',m,392,48,dobra
13,1420,1,200,'\'(67.6-inf)\'',m,50,48,dobra
13,1217,0,400,'\'(55.2-67.6]\'',m,48,48,dobra
16,1362,2,400,'\'(42.8-55.2]\'',k,26,48,dobra
11,901,1,300,'\'(-inf-30.4]\'',k,37,48,dobra
13,3181,0,400,'\'(67.6-inf)\'',m,48,48,dobra
11,1750,0,600,'\'(30.4-42.8]\'',m,6,48,zla
13,1530,2,500,'\'(55.2-67.6]\'',m,32,48,dobra
12,980,2,200,'\'(30.4-42.8]\'',k,7,10,dobra
16,540.62,0,200,'\'(-inf-30.4]\'',m,62,48,zla
11,3217,0,300,'\'(42.8-55.2]\'',m,267,48,dobra
13,3040,2,700,'\'(55.2-67.6]\'',m,198,48,dobra
17,1100,0,200,'\'(55.2-67.6]\'',k,24,33,dobra
11,932.34,2,200,'\'(42.8-55.2]\'',k,392,48,dobra
11,1400,0,300,'\'(-inf-30.4]\'',m,22,48,dobra
13,1229.15,0,200,'\'(55.2-67.6]\'',k,84,48,zla
13,2000,2,450,'\'(67.6-inf)\'',m,42,48,dobra
11,1077,2,200,'\'(42.8-55.2]\'',k,180,48,dobra
13,865,2,300,'\'(67.6-inf)\'',k,125,48,dobra
11,983.97,0,200,'\'(55.2-67.6]\'',k,75,48,dobra
11,1344.9,1,300,'\'(42.8-55.2]\'',k,43,48,dobra
13,1107,0,400,'\'(55.2-67.6]\'',k,12,48,dobra
11,967.64,1,200,'\'(42.8-55.2]\'',k,316,48,dobra
11,2100,1,500,'\'(55.2-67.6]\'',m,184,48,dobra
13,722.05,1,200,'\'(67.6-inf)\'',k,194,48,dobra
98,911,2,300,'\'(42.8-55.2]\'',k,95,48,dobra
12,1300,1,300,'\'(-inf-30.4]\'',k,5,12,dobra
12,1500,1,300,'\'(-inf-30.4]\'',k,1,2,dobra
11,1400,2,300,'\'(42.8-55.2]\'',k,158,48,dobra
13,2547,0,600,'\'(67.6-inf)\'',m,192,48,dobra
16,1528,0,300,'\'(55.2-67.6]\'',m,372,48,dobra
11,992.84,2,300,'\'(42.8-55.2]\'',k,118,48,dobra
13,1400,2,600,'\'(55.2-67.6]\'',k,243,48,dobra
13,1294,0,250,'\'(67.6-inf)\'',k,120,48,dobra
99,1100,1,200,'\'(42.8-55.2]\'',k,49,48,dobra
13,2800,1,800,'\'(42.8-55.2]\'',m,147,48,dobra
13,1150,0,300,'\'(67.6-inf)\'',m,135,48,dobra
13,2040,1,300,'\'(55.2-67.6]\'',m,141,48,dobra
13,1125,0,400,'\'(55.2-67.6]\'',k,122,48,dobra
13,960,2,300,'\'(67.6-inf)\'',m,137,48,dobra
13,1374.08,0,300,'\'(55.2-67.6]\'',m,69,48,dobra
11,2837,0,662.69,'\'(-inf-30.4]\'',m,123,48,dobra
13,1175,0,400,'\'(55.2-67.6]\'',k,112,48,dobra
16,1072.89,2,300,'\'(42.8-55.2]\'',k,119,48,dobra
12,1042,1,300,'\'(42.8-55.2]\'',m,2,2,dobra
12,1382,1,200,'\'(30.4-42.8]\'',k,18,23,dobra
11,1037.34,2,200,'\'(30.4-42.8]\'',k,59,48,dobra
13,1239.98,0,200,'\'(67.6-inf)\'',k,252,48,dobra
98,2200,2,400,'\'(42.8-55.2]\'',k,22,48,dobra
13,1500,2,396.61,'\'(55.2-67.6]\'',m,20,48,dobra
11,2002,0,600,'\'(30.4-42.8]\'',m,61,48,zla
16,634.64,1,300,'\'(55.2-67.6]\'',k,133,48,dobra
13,1014,0,300,'\'(55.2-67.6]\'',k,180,48,dobra
11,1493.98,1,200,'\'(42.8-55.2]\'',k,358,48,dobra
12,1032,2,300,'\'(42.8-55.2]\'',k,35,40,dobra
17,646,0,380.59,'\'(30.4-42.8]\'',k,51,48,zla
11,2100,1,820.86,'\'(30.4-42.8]\'',m,281,48,dobra
13,782,0,356.29,'\'(55.2-67.6]\'',k,189,48,zla
13,580,2,800,'\'(55.2-67.6]\'',k,116,48,dobra
12,599.03,1,200,'\'(30.4-42.8]\'',k,16,18,dobra
13,634.64,0,400,'\'(55.2-67.6]\'',k,254,48,zla
13,889.38,0,400,'\'(55.2-67.6]\'',m,5,48,zla
12,5000,0,700,'\'(30.4-42.8]\'',m,3,6,zla
13,1000,1,300,'\'(67.6-inf)\'',k,61,48,dobra
13,720.08,0,450,'\'(67.6-inf)\'',k,239,48,zla
13,3440,2,800,'\'(42.8-55.2]\'',k,48,48,dobra
11,718.57,0,200,'\'(30.4-42.8]\'',k,78,48,zla
11,800.51,1,400,'\'(30.4-42.8]\'',k,17,48,dobra
11,1133.37,0,200,'\'(42.8-55.2]\'',k,389,48,zla
12,1520.01,0,500,'\'(30.4-42.8]\'',k,26,48,zla
11,2200,2,499.98,'\'(30.4-42.8]\'',m,82,48,dobra
11,2500,1,600,'\'(42.8-55.2]\'',k,230,48,dobra
12,1300,2,600,'\'(-inf-30.4]\'',m,24,41,dobra
17,798.8,2,300,'\'(42.8-55.2]\'',m,146,48,dobra
12,1038,0,500,'\'(42.8-55.2]\'',m,30,47,zla
16,799.4,0,300,'\'(55.2-67.6]\'',k,126,48,zla
16,1473.04,1,400,'\'(55.2-67.6]\'',m,162,48,dobra
12,670.8,0,300,'\'(42.8-55.2]\'',m,3,8,zla
11,1250,2,500,'\'(55.2-67.6]\'',m,62,48,dobra
13,750,0,300,'\'(55.2-67.6]\'',k,28,48,dobra
13,2110,2,300,'\'(55.2-67.6]\'',m,98,48,dobra
13,930,1,400,'\'(55.2-67.6]\'',k,29,48,zla
12,1000,2,231.22,'\'(42.8-55.2]\'',m,9,39,zla
13,1658,2,300,'\'(55.2-67.6]\'',k,26,48,dobra
16,749.28,2,200,'\'(42.8-55.2]\'',k,62,48,dobra
13,1016,0,250,'\'(67.6-inf)\'',k,186,48,dobra
11,3200,2,600,'\'(42.8-55.2]\'',k,51,48,dobra
11,3100,2,500,'\'(30.4-42.8]\'',k,118,48,dobra
11,2700,2,400,'\'(30.4-42.8]\'',k,118,48,dobra
11,2947,2,393.99,'\'(55.2-67.6]\'',m,50,48,dobra
12,1027.22,0,300,'\'(-inf-30.4]\'',m,1,3,zla
11,2100,2,300,'\'(30.4-42.8]\'',m,61,48,dobra
16,980,2,400,'\'(67.6-inf)\'',k,128,48,dobra
11,960,0,400,'\'(30.4-42.8]\'',k,4,48,zla
11,1400,1,412.72,'\'(30.4-42.8]\'',k,98,48,dobra
11,1900,2,694,'\'(30.4-42.8]\'',k,205,48,dobra
12,950,1,200,'\'(30.4-42.8]\'',m,4,15,zla
12,1000,2,328,'\'(55.2-67.6]\'',m,9,10,dobra
12,1000,2,328.32,'\'(42.8-55.2]\'',k,29,29,dobra
13,1900,2,500,'\'(55.2-67.6]\'',k,85,48,dobra
11,3335,2,600,'\'(55.2-67.6]\'',m,430,48,dobra
11,1087,1,377.69,'\'(30.4-42.8]\'',k,235,48,dobra
16,639.31,0,300,'\'(42.8-55.2]\'',m,246,48,zla
13,2066,2,700,'\'(55.2-67.6]\'',k,126,48,dobra
13,975,2,253.12,'\'(55.2-67.6]\'',k,24,48,dobra
11,2424.72,0,1000,'\'(30.4-42.8]\'',m,64,48,zla
11,2094.17,0,500,'\'(42.8-55.2]\'',m,238,48,zla
11,2575.31,0,1000,'\'(42.8-55.2]\'',k,190,48,zla
11,2250.05,0,500,'\'(55.2-67.6]\'',m,173,48,dobra
12,1100,2,300,'\'(55.2-67.6]\'',m,19,36,dobra
13,1977,0,700,'\'(55.2-67.6]\'',k,52,48,dobra
11,993.48,0,200,'\'(30.4-42.8]\'',k,163,48,zla
13,1134.96,2,200,'\'(67.6-inf)\'',k,159,48,dobra
13,1287.66,1,200,'\'(55.2-67.6]\'',m,94,48,dobra
13,1538,2,200,'\'(55.2-67.6]\'',m,99,48,dobra
13,1426,2,300,'\'(67.6-inf)\'',m,75,48,dobra
12,1200,0,200,'\'(55.2-67.6]\'',m,0,23,zla
98,980,1,300,'\'(55.2-67.6]\'',k,8,48,dobra
12,670,2,300,'\'(42.8-55.2]\'',m,7,11,dobra
98,3178,2,500,'\'(42.8-55.2]\'',m,199,48,dobra
13,1801.41,2,517.26,'\'(55.2-67.6]\'',k,36,48,dobra
11,2875.71,2,1100,'\'(30.4-42.8]\'',m,276,48,dobra
12,1030,0,300,'\'(30.4-42.8]\'',k,19,23,zla
13,1026,2,200,'\'(67.6-inf)\'',k,245,48,dobra
13,1185.33,2,200,'\'(67.6-inf)\'',k,222,48,dobra
11,2200,0,900,'\'(30.4-42.8]\'',k,35,48,dobra
13,957.2,1,200,'\'(67.6-inf)\'',m,195,48,dobra
13,815,1,336.83,'\'(55.2-67.6]\'',k,142,48,dobra
13,840,0,400,'\'(55.2-67.6]\'',k,111,48,dobra
13,933.05,0,300,'\'(55.2-67.6]\'',k,83,48,zla
16,1820,0,1000,'\'(55.2-67.6]\'',k,24,48,zla
98,1200,2,285.97,'\'(30.4-42.8]\'',k,44,48,dobra
12,1032.34,2,200,'\'(30.4-42.8]\'',k,3,11,dobra
11,1510.08,0,1000,'\'(-inf-30.4]\'',m,14,48,zla
12,1027,2,300,'\'(30.4-42.8]\'',k,7,48,dobra
11,1770,2,277.34,'\'(30.4-42.8]\'',k,85,48,dobra
13,3700,2,800,'\'(55.2-67.6]\'',k,25,48,dobra
11,1032,0,200,'\'(-inf-30.4]\'',m,25,48,zla
11,3500,2,400,'\'(30.4-42.8]\'',m,26,48,dobra
11,1400,2,200,'\'(42.8-55.2]\'',k,115,48,dobra
11,763,2,300,'\'(42.8-55.2]\'',k,91,48,dobra
13,1083.23,0,200,'\'(55.2-67.6]\'',k,95,48,dobra
13,1272,1,500,'\'(55.2-67.6]\'',m,14,48,dobra
99,685,2,250,'\'(55.2-67.6]\'',m,3,3,dobra
13,1519,0,200,'\'(67.6-inf)\'',m,252,48,dobra
13,803.86,2,200,'\'(67.6-inf)\'',k,156,48,dobra
12,1743,0,800,'\'(30.4-42.8]\'',m,11,16,zla
12,961,0,500,'\'(55.2-67.6]\'',m,76,48,zla
13,1193.65,1,400,'\'(55.2-67.6]\'',m,7,48,dobra
11,1566.82,0,200,'\'(42.8-55.2]\'',m,347,48,dobra
12,1032.34,0,500,'\'(-inf-30.4]\'',m,15,31,zla
13,1031,0,200,'\'(55.2-67.6]\'',k,119,48,dobra
13,1149.06,1,400,'\'(55.2-67.6]\'',k,159,48,dobra
13,1412,2,400,'\'(67.6-inf)\'',k,202,48,dobra
13,1591,2,381.29,'\'(55.2-67.6]\'',m,74,48,dobra
16,755.1,1,200,'\'(55.2-67.6]\'',k,132,48,dobra
11,2065.98,2,327,'\'(42.8-55.2]\'',k,177,48,dobra
12,1400,1,300,'\'(-inf-30.4]\'',m,7,23,dobra
12,1500,0,800,'\'(30.4-42.8]\'',m,31,35,dobra
13,860,2,789.27,'\'(55.2-67.6]\'',k,78,48,dobra
11,1079,0,300,'\'(42.8-55.2]\'',k,175,48,zla
11,2800,2,400,'\'(42.8-55.2]\'',k,58,48,dobra
13,1167.94,0,200,'\'(67.6-inf)\'',k,367,48,dobra
13,2802,2,700,'\'(67.6-inf)\'',m,245,48,dobra
16,1045,1,200,'\'(42.8-55.2]\'',m,197,48,dobra
17,1485,2,500,'\'(55.2-67.6]\'',m,141,48,zla
12,1035,0,200,'\'(-inf-30.4]\'',m,2,2,zla
11,1300,2,300,'\'(30.4-42.8]\'',m,43,48,dobra
12,1792,0,800,'\'(42.8-55.2]\'',k,156,48,zla
13,1162,2,200,'\'(55.2-67.6]\'',m,219,48,dobra
13,1094,1,300,'\'(55.2-67.6]\'',k,182,48,dobra
13,1635,2,200,'\'(55.2-67.6]\'',k,118,48,dobra
98,30000,0,1000,'\'(30.4-42.8]\'',m,73,48,zla
11,1033.52,0,300,'\'(30.4-42.8]\'',k,75,48,zla
13,917,0,300,'\'(55.2-67.6]\'',k,74,48,dobra
13,2120,2,600,'\'(67.6-inf)\'',k,117,48,dobra
13,985.9,0,200,'\'(55.2-67.6]\'',k,88,48,dobra
16,1313.41,2,400,'\'(55.2-67.6]\'',m,26,48,dobra
13,1233,1,400,'\'(55.2-67.6]\'',k,121,48,dobra
13,1611,0,300,'\'(55.2-67.6]\'',m,139,48,dobra
13,819,0,200,'\'(55.2-67.6]\'',m,55,48,dobra
13,714,3,500,'\'(55.2-67.6]\'',k,220,48,dobra
11,3000,2,500,'\'(42.8-55.2]\'',k,91,48,dobra
13,919,2,470.41,'\'(55.2-67.6]\'',k,139,48,zla
98,5000,1,600,'\'(30.4-42.8]\'',k,82,48,dobra
12,700,2,250,'\'(30.4-42.8]\'',m,7,23,dobra
13,951,2,500,'\'(67.6-inf)\'',k,160,48,dobra
13,1013.74,2,400,'\'(55.2-67.6]\'',k,111,48,dobra
11,1500,1,400,'\'(55.2-67.6]\'',k,83,48,dobra
13,1145.25,0,200,'\'(55.2-67.6]\'',k,21,48,zla
11,1200,2,300,'\'(30.4-42.8]\'',k,188,48,zla
13,1525.46,2,521.49,'\'(55.2-67.6]\'',k,34,48,dobra
13,5100,2,700,'\'(55.2-67.6]\'',k,26,48,dobra
11,2327.94,0,200,'\'(-inf-30.4]\'',m,33,48,dobra
12,1030,2,241.15,'\'(42.8-55.2]\'',m,7,24,dobra
11,2000,0,600,'\'(42.8-55.2]\'',m,49,48,dobra
16,2300,3,900,'\'(42.8-55.2]\'',k,61,48,dobra
11,1796,0,400,'\'(42.8-55.2]\'',k,311,48,zla
12,660,2,400,'\'(30.4-42.8]\'',k,10,38,dobra
12,1009.34,1,300,'\'(42.8-55.2]\'',k,27,48,dobra
12,1030,2,200,'\'(42.8-55.2]\'',m,7,48,dobra
12,1600,0,400,'\'(55.2-67.6]\'',m,33,48,dobra
13,1425,0,400,'\'(55.2-67.6]\'',k,77,48,dobra
12,1350,2,281.29,'\'(42.8-55.2]\'',k,20,24,dobra
12,1000,3,200,'\'(-inf-30.4]\'',m,10,25,dobra
12,1675,2,600,'\'(42.8-55.2]\'',k,7,11,dobra
13,717.96,0,500,'\'(55.2-67.6]\'',k,79,48,zla
12,1800,2,700,'\'(-inf-30.4]\'',m,9,9,dobra
12,1227,0,300,'\'(-inf-30.4]\'',m,1,12,zla
13,856,2,200,'\'(55.2-67.6]\'',k,55,48,dobra
11,2700,1,300,'\'(30.4-42.8]\'',m,7,48,dobra
13,1300,1,300,'\'(55.2-67.6]\'',m,76,48,zla
13,1684,2,400,'\'(55.2-67.6]\'',k,18,48,dobra
11,1800,0,200,'\'(55.2-67.6]\'',m,159,48,dobra
12,1600,2,498.47,'\'(30.4-42.8]\'',k,12,12,dobra
13,616,2,200,'\'(67.6-inf)\'',k,244,48,dobra
12,900,0,300,'\'(55.2-67.6]\'',m,6,7,zla
13,984,1,200,'\'(55.2-67.6]\'',k,9,48,dobra
13,1650,0,700,'\'(55.2-67.6]\'',k,127,48,zla
11,1000,2,275.97,'\'(30.4-42.8]\'',k,59,48,dobra
11,2324,0,400,'\'(42.8-55.2]\'',m,43,48,zla
12,1574.45,1,445.67,'\'(42.8-55.2]\'',m,29,35,dobra
11,1700,2,300,'\'(42.8-55.2]\'',m,37,48,dobra
12,830.46,1,600,'\'(42.8-55.2]\'',k,43,48,dobra
16,634,1,200,'\'(55.2-67.6]\'',k,49,48,dobra
13,1160,0,200,'\'(67.6-inf)\'',k,209,48,dobra
13,1500,2,200,'\'(55.2-67.6]\'',k,44,48,dobra
16,633.56,2,250,'\'(55.2-67.6]\'',m,109,48,zla
13,910.33,2,200,'\'(67.6-inf)\'',m,161,48,dobra
11,2139,0,500,'\'(42.8-55.2]\'',k,84,48,zla
11,1433,0,400,'\'(30.4-42.8]\'',k,158,48,zla
12,2000,2,227.13,'\'(42.8-55.2]\'',k,7,26,dobra
16,703,2,200,'\'(55.2-67.6]\'',k,24,48,dobra
17,684,2,900,'\'(55.2-67.6]\'',k,188,48,dobra
12,1200,0,300,'\'(-inf-30.4]\'',m,3,23,zla
99,761,0,400,'\'(30.4-42.8]\'',m,0,12,zla
13,640,0,500,'\'(67.6-inf)\'',k,137,48,dobra
13,3519,0,1000,'\'(55.2-67.6]\'',m,108,48,zla
13,965,2,200,'\'(67.6-inf)\'',k,243,48,dobra
11,2353,2,1569.98,'\'(42.8-55.2]\'',m,97,48,dobra
13,802.83,2,200,'\'(55.2-67.6]\'',k,199,48,dobra
13,1137.19,2,400,'\'(55.2-67.6]\'',k,94,48,dobra
11,1000,2,800,'\'(55.2-67.6]\'',m,61,48,dobra
13,2421.55,2,1000,'\'(67.6-inf)\'',k,243,48,dobra
13,3600,1,1000,'\'(55.2-67.6]\'',m,84,48,dobra
13,1601.87,1,350,'\'(55.2-67.6]\'',m,43,48,dobra
13,1239,2,300,'\'(67.6-inf)\'',k,268,48,dobra
11,2215,0,900,'\'(30.4-42.8]\'',m,204,48,zla
13,1100,1,200,'\'(55.2-67.6]\'',k,41,48,dobra
11,950,0,500,'\'(30.4-42.8]\'',k,178,48,zla
11,1261.98,2,400,'\'(30.4-42.8]\'',m,34,48,dobra
16,1138.01,0,300,'\'(67.6-inf)\'',k,5,48,zla
16,837,1,350,'\'(55.2-67.6]\'',m,229,48,dobra
12,990.34,1,200,'\'(42.8-55.2]\'',k,54,48,dobra
13,930,3,800,'\'(55.2-67.6]\'',k,129,48,dobra
11,3170,2,400,'\'(42.8-55.2]\'',k,283,48,dobra
12,600,3,400,'\'(42.8-55.2]\'',m,7,27,dobra
11,1459,0,300,'\'(-inf-30.4]\'',m,7,48,dobra
13,1130,2,300,'\'(55.2-67.6]\'',k,101,48,dobra
16,906.07,0,200,'\'(42.8-55.2]\'',k,10,48,zla
12,1400,1,300,'\'(-inf-30.4]\'',m,10,32,dobra
11,2100,1,300,'\'(42.8-55.2]\'',m,48,48,dobra
13,1428.55,2,235.97,'\'(55.2-67.6]\'',k,135,48,dobra
16,655,2,500,'\'(42.8-55.2]\'',k,29,48,dobra
11,1800,2,300,'\'(30.4-42.8]\'',m,163,48,dobra
13,1474.55,1,400,'\'(55.2-67.6]\'',k,63,48,dobra
11,1617.68,1,200,'\'(42.8-55.2]\'',k,83,48,dobra
13,1768.93,2,500,'\'(55.2-67.6]\'',m,267,48,zla
11,1400,2,200,'\'(42.8-55.2]\'',m,12,48,dobra
11,5800,2,900,'\'(42.8-55.2]\'',k,52,48,dobra
12,1440,0,200,'\'(42.8-55.2]\'',m,3,11,zla
13,1189,2,265.58,'\'(55.2-67.6]\'',k,68,48,dobra
11,1172.2,2,400,'\'(55.2-67.6]\'',k,35,48,dobra
16,1340,2,500,'\'(55.2-67.6]\'',k,159,48,dobra
13,1672.59,1,200,'\'(55.2-67.6]\'',m,20,48,dobra
17,1031,1,350,'\'(42.8-55.2]\'',k,49,48,dobra
13,1000,2,500,'\'(55.2-67.6]\'',k,66,48,dobra
16,931.37,0,200,'\'(55.2-67.6]\'',k,210,48,zla
13,1817.24,1,400,'\'(55.2-67.6]\'',k,16,48,dobra
11,1510,2,900,'\'(55.2-67.6]\'',m,164,48,dobra
12,1000,0,1000,'\'(42.8-55.2]\'',k,52,48,zla
12,1033,0,500,'\'(30.4-42.8]\'',k,1,1,zla
12,1200,0,250,'\'(30.4-42.8]\'',k,3,9,zla
13,997,2,300,'\'(55.2-67.6]\'',k,77,48,dobra
13,1212,2,500,'\'(55.2-67.6]\'',k,52,48,dobra
11,1680,2,300,'\'(55.2-67.6]\'',k,383,48,dobra
13,720.19,0,200,'\'(55.2-67.6]\'',k,91,48,dobra
11,1638,0,1283.66,'\'(42.8-55.2]\'',k,312,48,dobra
11,1700,2,600,'\'(42.8-55.2]\'',k,87,48,dobra
13,1442.43,3,200,'\'(67.6-inf)\'',k,139,48,dobra
11,1400,2,600,'\'(55.2-67.6]\'',k,161,48,dobra
11,2800,2,600,'\'(42.8-55.2]\'',k,317,48,dobra
13,3541.9,0,369.53,'\'(67.6-inf)\'',k,125,48,dobra
11,2100,1,500,'\'(-inf-30.4]\'',k,21,48,dobra
11,1290,2,600,'\'(30.4-42.8]\'',k,17,48,dobra
12,1884.29,0,300,'\'(30.4-42.8]\'',m,18,23,dobra
13,730,1,200,'\'(67.6-inf)\'',k,559,48,dobra
11,1542.33,0,500,'\'(42.8-55.2]\'',k,276,48,zla
11,2284.23,0,400,'\'(42.8-55.2]\'',m,298,48,dobra
16,959.6,2,200,'\'(67.6-inf)\'',k,113,48,dobra
99,1393.85,1,200,'\'(-inf-30.4]\'',m,3,3,dobra
13,2010,1,717.26,'\'(55.2-67.6]\'',m,136,48,dobra
13,12220,1,200,'\'(55.2-67.6]\'',m,69,48,dobra
11,2700,0,1000,'\'(42.8-55.2]\'',m,144,48,zla
16,892,1,500,'\'(55.2-67.6]\'',k,199,48,dobra
11,1360,3,200,'\'(42.8-55.2]\'',m,118,48,dobra
12,1050,1,295.97,'\'(42.8-55.2]\'',k,32,36,dobra
12,1200,2,300,'\'(30.4-42.8]\'',k,7,14,dobra
13,1210,1,300,'\'(55.2-67.6]\'',k,136,48,dobra
11,3200,2,700,'\'(42.8-55.2]\'',m,187,48,dobra
16,1045.6,3,450,'\'(42.8-55.2]\'',k,10,48,dobra
13,1350,1,300,'\'(55.2-67.6]\'',k,109,48,dobra
11,1800,2,600,'\'(42.8-55.2]\'',m,124,48,zla
12,1200,0,300,'\'(30.4-42.8]\'',k,0,24,zla
11,2249.14,2,500,'\'(55.2-67.6]\'',k,239,48,dobra
13,785,2,200,'\'(67.6-inf)\'',k,62,48,dobra
13,1688.82,1,300,'\'(42.8-55.2]\'',m,97,48,dobra
11,1400,0,300,'\'(-inf-30.4]\'',m,23,48,dobra
11,4000,3,400,'\'(42.8-55.2]\'',m,8,48,dobra
12,1037.34,1,300,'\'(-inf-30.4]\'',m,18,24,dobra
99,750,2,300,'\'(-inf-30.4]\'',m,2,5,dobra
13,611,1,300,'\'(55.2-67.6]\'',k,137,48,dobra
13,2098,2,700,'\'(67.6-inf)\'',m,195,48,dobra
11,1585,0,500,'\'(-inf-30.4]\'',m,2,48,zla
13,1700,2,500,'\'(67.6-inf)\'',m,12,48,dobra
13,940,2,300,'\'(67.6-inf)\'',m,51,48,zla
11,1700,2,500,'\'(42.8-55.2]\'',k,304,48,dobra
12,1600,0,800,'\'(-inf-30.4]\'',k,72,48,zla
11,1842.86,1,400,'\'(55.2-67.6]\'',m,6,48,dobra
13,3900,3,300,'\'(42.8-55.2]\'',m,28,48,dobra
16,461.6,0,200,'\'(55.2-67.6]\'',m,378,48,zla
11,2470,3,426.61,'\'(42.8-55.2]\'',k,352,48,dobra
11,1320,2,500,'\'(42.8-55.2]\'',m,340,48,dobra
11,1239.05,0,400,'\'(30.4-42.8]\'',k,202,48,dobra
13,1261.6,2,400,'\'(55.2-67.6]\'',m,51,48,dobra
12,3000,0,700,'\'(30.4-42.8]\'',m,6,10,dobra
13,1240,3,300,'\'(55.2-67.6]\'',k,68,48,dobra
13,936,0,500,'\'(55.2-67.6]\'',k,29,48,dobra
13,1026,3,200,'\'(67.6-inf)\'',k,245,48,dobra
12,1952.35,2,400,'\'(42.8-55.2]\'',m,2,11,dobra
11,1400,3,300,'\'(42.8-55.2]\'',k,23,48,dobra
13,2612,1,1800,'\'(67.6-inf)\'',m,80,48,dobra
