@relation 'chwilowki-weka.filters.unsupervised.attribute.MergeTwoValues-C1-F1-S2-weka.filters.unsupervised.attribute.MergeTwoValues-C1-F2-S3-weka.filters.unsupervised.attribute.MergeTwoValues-C1-F2-S3-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Reorder-R2-9,first-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R5'

@attribute rodzaj_zr_dochodu {13,12,11,17,98,99,16,15}
@attribute miesieczny_dochod_netto numeric
@attribute ktore_rolowanie {1,0,2,3,4,5,6}
@attribute kwota_kredytu numeric
@attribute wiek {'\'(-inf-30.4]\'','\'(30.4-42.8]\'','\'(42.8-55.2]\'','\'(55.2-67.6]\'','\'(67.6-inf)\''}
@attribute plec {k,m}
@attribute okres_pobieral_dochod numeric
@attribute okres_bedzie_pobieral_dochod numeric
@attribute status_pozyczki {dobra,zla}

@data
12,1700,4,400,'\'(42.8-55.2]\'',k,54,48,dobra
13,578.75,0,200,'\'(55.2-67.6]\'',k,8,48,zla
13,1300,0,300,'\'(67.6-inf)\'',k,192,48,dobra
11,1800,0,300,'\'(55.2-67.6]\'',m,160,48,dobra
13,850,3,400,'\'(55.2-67.6]\'',k,66,48,dobra
17,1200,4,200,'\'(-inf-30.4]\'',k,164,48,dobra
13,1601.87,0,350,'\'(55.2-67.6]\'',m,44,48,dobra
11,1700,3,500,'\'(42.8-55.2]\'',k,305,48,dobra
11,1400,4,300,'\'(42.8-55.2]\'',k,24,48,dobra
13,910,4,200,'\'(55.2-67.6]\'',k,69,48,dobra
11,2094.17,0,200,'\'(42.8-55.2]\'',m,240,48,dobra
12,1000,1,300,'\'(42.8-55.2]\'',m,42,48,dobra
13,1200.29,1,200,'\'(55.2-67.6]\'',k,21,48,dobra
13,1280,4,400,'\'(55.2-67.6]\'',k,16,48,dobra
11,1286.16,0,300,'\'(30.4-42.8]\'',k,116,48,dobra
13,1216,4,200,'\'(55.2-67.6]\'',k,140,48,dobra
13,1900,4,500,'\'(55.2-67.6]\'',m,149,48,dobra
11,2200,0,200,'\'(30.4-42.8]\'',m,42,48,dobra
16,1770,4,500,'\'(55.2-67.6]\'',m,88,48,dobra
13,1501,0,500,'\'(55.2-67.6]\'',k,140,48,zla
13,722.05,3,200,'\'(67.6-inf)\'',k,196,48,dobra
16,1235,0,200,'\'(67.6-inf)\'',k,32,48,dobra
11,1721.7,4,385.97,'\'(42.8-55.2]\'',k,119,48,dobra
11,1900,3,903.23,'\'(30.4-42.8]\'',k,178,48,dobra
11,1800,0,400,'\'(42.8-55.2]\'',m,258,48,dobra
12,1963.88,3,400,'\'(42.8-55.2]\'',m,5,5,dobra
11,3898,0,400,'\'(30.4-42.8]\'',m,180,48,dobra
13,1870,0,300,'\'(67.6-inf)\'',m,84,48,dobra
13,1239.98,1,300,'\'(67.6-inf)\'',k,254,48,dobra
12,984.34,3,200,'\'(42.8-55.2]\'',k,17,20,dobra
12,1447,4,500,'\'(-inf-30.4]\'',k,21,24,dobra
16,1278,0,700,'\'(-inf-30.4]\'',m,77,48,zla
13,810,4,300,'\'(55.2-67.6]\'',k,32,48,dobra
11,1730.13,2,400,'\'(55.2-67.6]\'',k,192,48,dobra
11,2709.34,4,322.07,'\'(30.4-42.8]\'',k,180,48,dobra
11,2899.34,0,400,'\'(30.4-42.8]\'',k,120,48,dobra
11,1906.42,2,227.08,'\'(55.2-67.6]\'',k,211,48,dobra
13,1072,4,561.15,'\'(67.6-inf)\'',k,152,48,zla
13,1400,0,500,'\'(55.2-67.6]\'',k,53,48,zla
13,1050,4,600,'\'(55.2-67.6]\'',k,138,48,dobra
11,2700,4,600,'\'(-inf-30.4]\'',m,63,48,dobra
17,728,4,200,'\'(-inf-30.4]\'',m,99,48,dobra
12,1634,2,300,'\'(-inf-30.4]\'',k,11,12,dobra
17,1896,0,500,'\'(-inf-30.4]\'',m,33,33,zla
12,1029,0,300,'\'(-inf-30.4]\'',m,3,11,zla
98,3000,1,1500,'\'(55.2-67.6]\'',m,68,48,dobra
13,2421.55,0,1070,'\'(67.6-inf)\'',k,244,48,dobra
98,3000,0,250,'\'(-inf-30.4]\'',m,13,48,zla
11,1566.82,0,200,'\'(42.8-55.2]\'',m,348,48,dobra
13,1820,4,800,'\'(55.2-67.6]\'',k,68,48,dobra
13,907,2,200,'\'(67.6-inf)\'',k,233,48,dobra
12,1100,1,200,'\'(-inf-30.4]\'',m,32,48,dobra
11,1239.05,1,400,'\'(30.4-42.8]\'',k,203,48,dobra
12,1865,1,200,'\'(30.4-42.8]\'',k,19,21,dobra
98,3000,0,400,'\'(42.8-55.2]\'',k,84,48,dobra
11,2400,3,500,'\'(30.4-42.8]\'',k,112,48,dobra
11,901,3,300,'\'(-inf-30.4]\'',k,39,48,zla
13,2110,4,300,'\'(55.2-67.6]\'',m,100,48,dobra
13,1015,4,400,'\'(55.2-67.6]\'',k,108,48,zla
11,2368.57,2,400,'\'(42.8-55.2]\'',k,409,48,dobra
11,2505,0,300,'\'(30.4-42.8]\'',k,163,48,dobra
17,1100,2,200,'\'(55.2-67.6]\'',k,26,33,dobra
16,1072.89,4,255.49,'\'(42.8-55.2]\'',k,121,48,dobra
99,1100,1,200,'\'(42.8-55.2]\'',k,51,48,dobra
13,1400,0,600,'\'(55.2-67.6]\'',k,245,48,dobra
99,598,0,200,'\'(42.8-55.2]\'',k,2,6,dobra
13,1000,0,200,'\'(67.6-inf)\'',k,210,48,dobra
13,785,0,200,'\'(67.6-inf)\'',k,63,48,dobra
13,1900,0,400,'\'(67.6-inf)\'',k,120,48,dobra
11,2700,4,500,'\'(30.4-42.8]\'',k,120,48,dobra
11,3100,4,500,'\'(30.4-42.8]\'',k,120,48,dobra
11,1800,4,500,'\'(42.8-55.2]\'',k,52,48,dobra
11,1493.98,3,200,'\'(42.8-55.2]\'',k,360,48,dobra
11,932.34,4,200,'\'(42.8-55.2]\'',k,394,48,dobra
11,1443,4,600,'\'(42.8-55.2]\'',k,33,48,dobra
11,6125.99,0,500,'\'(42.8-55.2]\'',m,381,48,zla
12,1300,3,300,'\'(-inf-30.4]\'',k,7,12,dobra
12,1500,3,300,'\'(-inf-30.4]\'',k,3,4,dobra
98,4000,4,492.01,'\'(30.4-42.8]\'',k,18,48,dobra
16,1362,4,400,'\'(42.8-55.2]\'',k,28,48,dobra
13,1244.77,4,300,'\'(55.2-67.6]\'',k,38,48,dobra
13,1872,4,700,'\'(55.2-67.6]\'',k,34,48,dobra
16,1340,0,200,'\'(55.2-67.6]\'',k,160,48,dobra
13,1573,0,300,'\'(55.2-67.6]\'',m,88,48,dobra
13,1030.71,0,200,'\'(67.6-inf)\'',k,260,48,zla
11,1052.34,0,500,'\'(42.8-55.2]\'',m,53,48,zla
98,1000,0,800,'\'(-inf-30.4]\'',m,3,48,zla
98,2200,4,200,'\'(42.8-55.2]\'',k,24,48,dobra
12,1637,0,300,'\'(-inf-30.4]\'',m,51,48,dobra
13,1668,4,395.77,'\'(55.2-67.6]\'',k,90,48,dobra
13,1107,2,201.4,'\'(55.2-67.6]\'',k,14,48,dobra
12,1048.27,0,200,'\'(30.4-42.8]\'',k,2,19,dobra
13,2282,0,300,'\'(55.2-67.6]\'',k,24,48,dobra
11,1500,0,417,'\'(-inf-30.4]\'',k,23,48,zla
16,634.64,3,300,'\'(55.2-67.6]\'',k,135,48,dobra
11,2327.94,0,500,'\'(-inf-30.4]\'',m,34,48,dobra
11,2050,4,575.74,'\'(30.4-42.8]\'',m,117,48,dobra
98,911,4,300,'\'(42.8-55.2]\'',k,97,48,dobra
13,992.96,0,200,'\'(55.2-67.6]\'',k,11,48,dobra
12,700,0,300,'\'(42.8-55.2]\'',k,20,23,zla
11,1000,4,300,'\'(-inf-30.4]\'',m,56,48,dobra
13,865,4,200,'\'(67.6-inf)\'',k,127,48,dobra
11,2100,1,300,'\'(42.8-55.2]\'',m,37,48,dobra
11,992.84,4,300,'\'(42.8-55.2]\'',k,120,48,dobra
99,780,0,200,'\'(55.2-67.6]\'',k,0,3,dobra
11,2100,3,500,'\'(55.2-67.6]\'',m,186,48,dobra
13,1370,3,600,'\'(55.2-67.6]\'',k,75,48,dobra
13,1500,4,371.45,'\'(55.2-67.6]\'',m,22,48,dobra
12,980,4,200,'\'(30.4-42.8]\'',k,9,10,dobra
11,1300,1,600,'\'(42.8-55.2]\'',k,67,48,dobra
11,1700,3,500,'\'(30.4-42.8]\'',k,196,48,dobra
11,1638,0,1283.66,'\'(42.8-55.2]\'',k,313,48,dobra
11,1000,0,400,'\'(55.2-67.6]\'',m,101,48,zla
13,1310,0,500,'\'(55.2-67.6]\'',k,77,48,dobra
16,1045,3,200,'\'(42.8-55.2]\'',m,198,48,dobra
12,1540,1,600,'\'(30.4-42.8]\'',k,38,39,dobra
11,983.97,2,200,'\'(55.2-67.6]\'',k,77,48,dobra
12,1038.68,0,300,'\'(42.8-55.2]\'',k,20,26,dobra
12,1032,4,295.24,'\'(42.8-55.2]\'',k,37,40,dobra
11,3300,0,300,'\'(42.8-55.2]\'',m,236,48,dobra
12,977,0,300,'\'(42.8-55.2]\'',m,0,3,zla
16,848.27,0,200,'\'(42.8-55.2]\'',k,173,48,zla
13,815,1,400,'\'(55.2-67.6]\'',k,143,48,dobra
13,1255,0,200,'\'(67.6-inf)\'',k,180,48,zla
11,1400,4,246.99,'\'(42.8-55.2]\'',k,160,48,dobra
12,1521,0,200,'\'(-inf-30.4]\'',m,19,30,dobra
11,980.11,1,400,'\'(30.4-42.8]\'',k,44,48,dobra
12,1800,0,300,'\'(-inf-30.4]\'',m,53,48,dobra
17,990,0,500,'\'(42.8-55.2]\'',k,71,48,dobra
11,2600,0,400,'\'(55.2-67.6]\'',m,134,48,dobra
11,1460.17,1,200,'\'(42.8-55.2]\'',m,60,48,dobra
13,2000,4,450,'\'(67.6-inf)\'',m,44,48,dobra
16,1151,0,500,'\'(55.2-67.6]\'',m,360,48,zla
16,1473.04,1,400,'\'(55.2-67.6]\'',m,164,48,dobra
13,720,1,500,'\'(55.2-67.6]\'',k,231,48,dobra
16,1327.87,0,500,'\'(55.2-67.6]\'',m,15,48,zla
16,749.28,4,200,'\'(42.8-55.2]\'',k,64,48,dobra
13,1420,0,300,'\'(67.6-inf)\'',m,52,48,dobra
11,2500,0,895.59,'\'(42.8-55.2]\'',m,203,48,dobra
11,1400,0,300,'\'(42.8-55.2]\'',k,160,48,dobra
13,962,0,500,'\'(55.2-67.6]\'',k,64,48,dobra
13,1426,4,300,'\'(67.6-inf)\'',m,76,48,dobra
13,1100,1,300,'\'(55.2-67.6]\'',k,104,48,dobra
11,967.64,3,200,'\'(42.8-55.2]\'',k,318,48,dobra
13,3700,4,700,'\'(55.2-67.6]\'',k,26,48,dobra
13,1772.53,1,300,'\'(67.6-inf)\'',m,279,48,dobra
13,1016,0,300,'\'(67.6-inf)\'',k,188,48,dobra
11,2947,4,348.19,'\'(55.2-67.6]\'',m,52,48,zla
16,980,4,407.31,'\'(67.6-inf)\'',k,130,48,dobra
13,1362,4,500,'\'(55.2-67.6]\'',k,55,48,dobra
13,2100,1,300,'\'(67.6-inf)\'',k,159,48,dobra
13,1900,4,500,'\'(55.2-67.6]\'',k,87,48,dobra
12,1000,4,328,'\'(55.2-67.6]\'',m,11,14,dobra
12,1000,4,328.32,'\'(42.8-55.2]\'',k,31,34,dobra
11,1770,4,277.34,'\'(30.4-42.8]\'',k,86,48,dobra
11,2249.14,0,500,'\'(55.2-67.6]\'',k,240,48,zla
13,1519,1,350,'\'(67.6-inf)\'',m,254,48,dobra
11,2080,0,500,'\'(42.8-55.2]\'',m,318,48,dobra
17,1079,0,200,'\'(42.8-55.2]\'',k,29,38,dobra
98,980,3,200,'\'(55.2-67.6]\'',k,10,48,dobra
11,1577.42,1,400,'\'(42.8-55.2]\'',k,205,48,dobra
13,2066,4,700,'\'(55.2-67.6]\'',k,129,48,dobra
13,580,4,800,'\'(55.2-67.6]\'',k,119,48,zla
11,3200,4,600,'\'(42.8-55.2]\'',k,54,48,dobra
12,670,4,300,'\'(42.8-55.2]\'',m,9,11,dobra
11,1400,4,200,'\'(42.8-55.2]\'',k,117,48,dobra
11,1300,4,200,'\'(30.4-42.8]\'',m,45,48,dobra
13,2291,1,1000,'\'(67.6-inf)\'',k,71,48,dobra
98,1200,4,284.19,'\'(30.4-42.8]\'',k,46,48,dobra
11,900,4,300,'\'(42.8-55.2]\'',k,93,48,dobra
16,634,3,200,'\'(55.2-67.6]\'',k,51,48,dobra
99,730,0,400,'\'(30.4-42.8]\'',k,3,6,zla
13,1409,0,300,'\'(55.2-67.6]\'',k,61,48,zla
13,1026,4,200,'\'(67.6-inf)\'',k,247,48,dobra
13,1658,4,296,'\'(55.2-67.6]\'',k,29,48,dobra
13,803.86,4,200,'\'(67.6-inf)\'',k,158,48,dobra
99,2290.55,1,250,'\'(30.4-42.8]\'',k,18,20,dobra
13,562,0,300,'\'(67.6-inf)\'',m,81,48,dobra
13,1287.66,3,200,'\'(55.2-67.6]\'',m,96,48,dobra
11,1300,0,400,'\'(42.8-55.2]\'',k,34,48,dobra
11,1360,0,300,'\'(42.8-55.2]\'',m,120,48,dobra
13,670,0,200,'\'(55.2-67.6]\'',k,66,48,dobra
11,2050,0,799.85,'\'(30.4-42.8]\'',k,29,48,dobra
16,1411,1,400,'\'(55.2-67.6]\'',k,66,48,dobra
12,599.03,3,200,'\'(30.4-42.8]\'',k,19,21,dobra
12,989.89,0,300,'\'(42.8-55.2]\'',k,6,10,zla
13,1233,3,300,'\'(55.2-67.6]\'',k,123,48,dobra
13,3440,4,800,'\'(42.8-55.2]\'',k,51,48,dobra
13,1185.33,4,200,'\'(67.6-inf)\'',k,224,48,dobra
13,3040,0,659.87,'\'(55.2-67.6]\'',m,201,48,dobra
13,1500,0,400,'\'(55.2-67.6]\'',k,60,48,dobra
12,1032.34,4,200,'\'(30.4-42.8]\'',k,5,11,dobra
13,1635,4,200,'\'(55.2-67.6]\'',k,120,48,dobra
13,975,4,218.32,'\'(55.2-67.6]\'',k,27,48,dobra
11,2200,0,900,'\'(30.4-42.8]\'',k,37,48,dobra
13,1977,2,700,'\'(55.2-67.6]\'',k,55,48,dobra
13,960,4,315.49,'\'(67.6-inf)\'',m,140,48,dobra
13,1162,4,200,'\'(55.2-67.6]\'',m,221,48,dobra
16,2300,5,700,'\'(42.8-55.2]\'',k,63,48,dobra
12,1500,1,800,'\'(30.4-42.8]\'',m,33,35,dobra
99,1300,0,200,'\'(-inf-30.4]\'',m,1,3,zla
11,1888.27,0,375.81,'\'(-inf-30.4]\'',m,77,48,dobra
13,917,2,300,'\'(55.2-67.6]\'',k,76,48,dobra
11,1344.9,3,216.24,'\'(42.8-55.2]\'',k,46,48,dobra
98,6000,0,1000,'\'(30.4-42.8]\'',k,17,48,dobra
16,1313.41,4,400,'\'(55.2-67.6]\'',m,28,48,dobra
11,2200,0,1000,'\'(30.4-42.8]\'',k,204,48,zla
13,866.46,1,200,'\'(67.6-inf)\'',k,195,48,dobra
11,2800,4,400,'\'(42.8-55.2]\'',k,60,48,dobra
11,2470,1,495.15,'\'(30.4-42.8]\'',m,66,48,dobra
11,2000,0,600,'\'(42.8-55.2]\'',m,51,48,dobra
13,1503,0,350,'\'(55.2-67.6]\'',m,166,48,dobra
12,1100,4,235.97,'\'(55.2-67.6]\'',m,22,36,dobra
13,2120,4,600,'\'(67.6-inf)\'',k,119,48,dobra
13,1200,4,500,'\'(67.6-inf)\'',k,119,48,dobra
13,1013.74,4,460,'\'(55.2-67.6]\'',k,113,48,dobra
13,781.21,0,300,'\'(55.2-67.6]\'',k,45,48,zla
11,1500,3,400,'\'(55.2-67.6]\'',k,85,48,dobra
13,1580,0,300,'\'(67.6-inf)\'',m,132,48,zla
17,547.89,1,350,'\'(55.2-67.6]\'',k,56,48,dobra
13,1031,0,300,'\'(55.2-67.6]\'',k,121,48,dobra
13,930,5,700,'\'(55.2-67.6]\'',k,131,48,dobra
12,2673.17,4,600,'\'(42.8-55.2]\'',m,112,48,dobra
13,930,1,670,'\'(55.2-67.6]\'',k,94,48,dobra
13,714,5,400,'\'(55.2-67.6]\'',k,222,48,dobra
13,840,2,400,'\'(55.2-67.6]\'',k,113,48,dobra
13,1134,0,400,'\'(55.2-67.6]\'',k,60,48,zla
11,2700,4,423.23,'\'(30.4-42.8]\'',m,15,48,dobra
12,1350,4,200,'\'(42.8-55.2]\'',k,22,24,dobra
12,1009.34,3,300,'\'(42.8-55.2]\'',k,29,48,zla
12,1204,0,500,'\'(-inf-30.4]\'',m,8,18,zla
13,1611,2,200,'\'(55.2-67.6]\'',m,141,48,dobra
11,2500,0,500,'\'(42.8-55.2]\'',k,233,48,dobra
12,1300,4,600,'\'(-inf-30.4]\'',m,27,41,zla
17,798.8,4,300,'\'(42.8-55.2]\'',m,149,48,zla
11,2670,4,1000,'\'(55.2-67.6]\'',k,88,48,dobra
13,1000,1,300,'\'(67.6-inf)\'',k,64,48,dobra
12,1042,1,300,'\'(42.8-55.2]\'',m,5,11,zla
12,1027,4,300,'\'(30.4-42.8]\'',k,9,48,dobra
11,3000,4,250,'\'(42.8-55.2]\'',k,93,48,dobra
12,1200,4,300,'\'(30.4-42.8]\'',k,9,14,dobra
13,1137.19,4,400,'\'(55.2-67.6]\'',k,96,48,dobra
12,1100,0,300,'\'(30.4-42.8]\'',k,3,3,zla
13,1027,0,300,'\'(67.6-inf)\'',k,192,48,dobra
13,802.83,4,200,'\'(55.2-67.6]\'',k,201,48,dobra
13,1239,4,400,'\'(67.6-inf)\'',k,270,48,dobra
13,720.19,2,200,'\'(55.2-67.6]\'',k,93,48,dobra
11,2250.05,2,500,'\'(55.2-67.6]\'',m,176,48,dobra
12,600,5,400,'\'(42.8-55.2]\'',m,9,27,dobra
11,3300,1,300,'\'(42.8-55.2]\'',m,237,48,dobra
13,1150,0,300,'\'(67.6-inf)\'',m,138,48,dobra
13,1189,4,265.58,'\'(55.2-67.6]\'',k,70,48,dobra
12,1574.45,3,417.8,'\'(42.8-55.2]\'',m,31,35,dobra
11,1320,4,500,'\'(42.8-55.2]\'',m,342,48,dobra
11,3170,4,400,'\'(42.8-55.2]\'',k,285,48,dobra
11,1261.98,4,357.31,'\'(30.4-42.8]\'',m,36,48,dobra
16,837,3,350,'\'(55.2-67.6]\'',m,231,48,dobra
17,684,4,900,'\'(55.2-67.6]\'',k,190,48,dobra
12,1000,0,500,'\'(42.8-55.2]\'',m,1,11,zla
11,3200,4,606.35,'\'(42.8-55.2]\'',m,189,48,dobra
13,1474.55,3,400,'\'(55.2-67.6]\'',k,65,48,dobra
11,1195,0,200,'\'(30.4-42.8]\'',m,78,48,zla
13,951,4,500,'\'(67.6-inf)\'',k,162,48,dobra
12,660,4,400,'\'(30.4-42.8]\'',k,12,38,dobra
16,1045.6,5,400,'\'(42.8-55.2]\'',k,12,48,dobra
12,1675,4,600,'\'(42.8-55.2]\'',k,9,11,dobra
98,1220,0,300,'\'(30.4-42.8]\'',m,4,48,zla
11,5800,4,1000,'\'(42.8-55.2]\'',k,54,48,dobra
13,3600,3,1000,'\'(55.2-67.6]\'',m,86,48,dobra
16,1600,0,200,'\'(55.2-67.6]\'',k,24,48,dobra
11,1800,4,300,'\'(30.4-42.8]\'',m,165,48,dobra
12,1400,3,300,'\'(-inf-30.4]\'',m,12,32,dobra
13,1817.24,3,400,'\'(55.2-67.6]\'',k,18,48,dobra
11,1047,0,300,'\'(55.2-67.6]\'',m,3,48,zla
16,1740,1,200,'\'(42.8-55.2]\'',k,114,48,dobra
13,640,1,500,'\'(67.6-inf)\'',k,139,48,dobra
13,965,4,200,'\'(67.6-inf)\'',k,245,48,dobra
11,1800,0,600,'\'(30.4-42.8]\'',k,52,48,dobra
16,634.64,0,300,'\'(55.2-67.6]\'',m,69,48,zla
13,1212,4,500,'\'(55.2-67.6]\'',k,54,48,dobra
12,1300,0,500,'\'(-inf-30.4]\'',m,0,2,zla
13,1684,4,367.31,'\'(55.2-67.6]\'',k,20,48,dobra
13,2010,0,407.1,'\'(55.2-67.6]\'',m,138,48,dobra
11,2065.98,4,327,'\'(42.8-55.2]\'',k,179,48,dobra
13,1000,4,500,'\'(55.2-67.6]\'',k,68,48,dobra
11,2927,3,449.33,'\'(30.4-42.8]\'',k,201,48,dobra
12,780,0,200,'\'(30.4-42.8]\'',k,1,3,zla
11,1400,0,200,'\'(-inf-30.4]\'',m,25,48,dobra
11,1600,4,496.83,'\'(30.4-42.8]\'',k,14,48,dobra
16,959.6,4,200,'\'(67.6-inf)\'',k,115,48,dobra
11,1031,0,500,'\'(42.8-55.2]\'',m,3,48,zla
13,1170,3,400,'\'(55.2-67.6]\'',k,78,48,dobra
11,1172.2,4,200,'\'(55.2-67.6]\'',k,37,48,dobra
16,892,3,321.21,'\'(55.2-67.6]\'',k,201,48,dobra
13,2421.55,1,1070,'\'(67.6-inf)\'',k,245,48,dobra
17,864.6,0,250,'\'(42.8-55.2]\'',k,2,7,dobra
13,1130,4,300,'\'(55.2-67.6]\'',k,103,48,dobra
12,990.34,3,200,'\'(42.8-55.2]\'',k,56,48,dobra
11,2875.71,4,1075.62,'\'(30.4-42.8]\'',m,278,48,zla
12,1050,3,286.94,'\'(42.8-55.2]\'',k,34,36,dobra
13,997,4,300,'\'(55.2-67.6]\'',k,79,48,dobra
13,1428.55,4,200,'\'(55.2-67.6]\'',k,137,48,dobra
11,1900,0,693.7,'\'(30.4-42.8]\'',k,208,48,dobra
13,1300,1,300,'\'(67.6-inf)\'',k,193,48,dobra
13,730,3,200,'\'(67.6-inf)\'',k,561,48,dobra
13,1217,1,600,'\'(55.2-67.6]\'',m,51,48,dobra
11,2470,5,426.61,'\'(42.8-55.2]\'',k,354,48,dobra
99,598,1,200,'\'(42.8-55.2]\'',k,3,6,dobra
11,1700,4,300,'\'(42.8-55.2]\'',m,39,48,dobra
16,1589,0,400,'\'(55.2-67.6]\'',k,27,48,dobra
13,1530,0,500,'\'(55.2-67.6]\'',k,25,48,dobra
11,4000,5,400,'\'(42.8-55.2]\'',m,10,48,dobra
17,985,5,200,'\'(-inf-30.4]\'',m,13,17,dobra
13,729.03,5,500,'\'(67.6-inf)\'',k,257,48,dobra
13,611,3,300,'\'(55.2-67.6]\'',k,139,48,dobra
11,3000,5,300,'\'(55.2-67.6]\'',m,212,48,dobra
11,1290,4,600,'\'(30.4-42.8]\'',k,19,48,dobra
13,1014,0,297.69,'\'(55.2-67.6]\'',k,183,48,dobra
12,830.46,3,600,'\'(42.8-55.2]\'',k,45,48,dobra
16,1132,1,300,'\'(55.2-67.6]\'',k,97,48,dobra
13,616,4,200,'\'(67.6-inf)\'',k,246,48,dobra
16,793.89,0,200,'\'(30.4-42.8]\'',k,203,48,zla
12,952.89,0,300,'\'(-inf-30.4]\'',m,23,26,dobra
13,3900,5,300,'\'(42.8-55.2]\'',m,30,48,dobra
13,1350,3,300,'\'(55.2-67.6]\'',k,111,48,dobra
98,2000,0,200,'\'(30.4-42.8]\'',m,14,48,dobra
13,936,2,500,'\'(55.2-67.6]\'',k,31,48,dobra
98,3178,0,388.45,'\'(42.8-55.2]\'',m,201,48,dobra
12,1952.35,4,371.01,'\'(42.8-55.2]\'',m,4,11,dobra
11,1680,4,300,'\'(55.2-67.6]\'',k,385,48,dobra
11,2800,4,600,'\'(42.8-55.2]\'',k,319,48,dobra
13,860,1,783.61,'\'(55.2-67.6]\'',k,80,48,dobra
11,1000,4,800,'\'(55.2-67.6]\'',m,63,48,dobra
11,1842.86,3,400,'\'(55.2-67.6]\'',m,8,48,dobra
13,1210,0,300,'\'(55.2-67.6]\'',k,138,48,dobra
13,2051,1,500,'\'(55.2-67.6]\'',k,138,48,dobra
12,1000,5,200,'\'(-inf-30.4]\'',m,12,25,dobra
13,1026,5,200,'\'(67.6-inf)\'',k,247,48,dobra
11,1700,4,250,'\'(42.8-55.2]\'',k,306,48,dobra
98,5000,0,600,'\'(30.4-42.8]\'',k,84,48,dobra
11,1077,1,200,'\'(42.8-55.2]\'',k,183,48,dobra
12,1375.47,2,300,'\'(42.8-55.2]\'',m,7,8,dobra
16,588,1,600,'\'(42.8-55.2]\'',m,422,48,dobra
13,2100,4,1000,'\'(67.6-inf)\'',k,55,48,dobra
16,685,0,200,'\'(42.8-55.2]\'',k,41,48,dobra
13,1240,1,300,'\'(55.2-67.6]\'',k,70,48,dobra
13,1090.14,4,400,'\'(55.2-67.6]\'',k,75,48,dobra
11,1077.49,4,300,'\'(42.8-55.2]\'',k,372,48,dobra
13,12220,3,200,'\'(55.2-67.6]\'',m,71,48,dobra
13,1134.96,1,200,'\'(67.6-inf)\'',k,161,48,dobra
11,1333,0,400,'\'(42.8-55.2]\'',k,4,48,zla
11,1286.16,1,300,'\'(30.4-42.8]\'',k,117,48,dobra
16,1389,4,200,'\'(55.2-67.6]\'',k,91,48,dobra
12,2500,3,800,'\'(55.2-67.6]\'',m,5,10,dobra
13,1291.18,5,378.91,'\'(67.6-inf)\'',k,79,48,dobra
17,1200,5,200,'\'(-inf-30.4]\'',k,165,48,dobra
12,1700,5,400,'\'(42.8-55.2]\'',k,55,48,dobra
99,2200.33,0,800,'\'(-inf-30.4]\'',m,2,2,zla
11,1700,5,200,'\'(42.8-55.2]\'',k,205,48,dobra
11,2700,0,400,'\'(-inf-30.4]\'',m,64,48,dobra
13,1700,4,500,'\'(67.6-inf)\'',m,14,48,dobra
16,639.31,0,200,'\'(55.2-67.6]\'',k,417,48,zla
11,1700,4,600,'\'(42.8-55.2]\'',k,89,48,dobra
13,1295.37,0,300,'\'(67.6-inf)\'',m,307,48,dobra
13,1390.98,0,300,'\'(55.2-67.6]\'',k,73,48,zla
11,1400,0,300,'\'(42.8-55.2]\'',m,14,48,dobra
11,1300,0,300,'\'(42.8-55.2]\'',m,452,48,dobra
11,1373.34,2,200,'\'(-inf-30.4]\'',k,58,48,dobra
16,703,4,200,'\'(55.2-67.6]\'',k,26,48,dobra
11,2258,5,1000,'\'(30.4-42.8]\'',m,75,48,dobra
13,1131.5,0,300,'\'(55.2-67.6]\'',m,20,48,zla
13,910,5,200,'\'(55.2-67.6]\'',k,70,48,dobra
12,1100,1,200,'\'(-inf-30.4]\'',k,15,17,dobra
12,3000,0,700,'\'(30.4-42.8]\'',m,8,10,zla
11,2094.17,1,200,'\'(42.8-55.2]\'',m,241,48,dobra
11,2899.34,1,300,'\'(30.4-42.8]\'',k,121,48,dobra
13,722.05,4,200,'\'(67.6-inf)\'',k,197,48,dobra
13,1801.41,0,515.96,'\'(55.2-67.6]\'',k,38,48,dobra
13,1820,0,1000,'\'(55.2-67.6]\'',k,69,48,dobra
13,855,0,200,'\'(55.2-67.6]\'',k,84,48,zla
13,1870,0,400,'\'(67.6-inf)\'',m,85,48,dobra
16,1770,5,500,'\'(55.2-67.6]\'',m,89,48,dobra
11,1037.34,0,200,'\'(30.4-42.8]\'',k,62,48,zla
13,1149.06,0,397.31,'\'(55.2-67.6]\'',k,161,48,zla
13,850,4,400,'\'(55.2-67.6]\'',k,67,48,dobra
99,1393.85,3,200,'\'(-inf-30.4]\'',m,5,5,dobra
12,1500,0,300,'\'(-inf-30.4]\'',m,6,8,dobra
13,1216,5,200,'\'(55.2-67.6]\'',k,141,48,dobra
98,1357,0,300,'\'(42.8-55.2]\'',k,1,48,dobra
12,1000,2,300,'\'(42.8-55.2]\'',m,43,48,dobra
13,1239.98,2,300,'\'(67.6-inf)\'',k,255,48,dobra
11,1721.7,5,345.97,'\'(42.8-55.2]\'',k,120,48,dobra
11,3898,0,500,'\'(30.4-42.8]\'',m,181,48,dobra
11,1881,0,800,'\'(-inf-30.4]\'',m,36,48,zla
