@relation chwilowki

@attribute status_pozyczki {splacona_cz,splacona,odmowa,windykacja,windykacja_sp} 
@attribute rodzaj_zr_dochodu {13,12,11,17,98,99,16,15}
@attribute miesieczny_dochod_netto real
@attribute ktore_rolowanie {1,0,2,3,4,5,6} 
@attribute kwota_kredytu real
@attribute wiek numeric
@attribute plec {k,m}
@attribute okres_pobieral_dochod numeric
@attribute okres_bedzie_pobieral_dochod numeric
@attribute opoznienie_splaty numeric

@data
splacona,99,750,3,200,19,m,3,5,0
splacona_cz,12,1675,3,600,54,k,8,11,0
splacona_cz,16,1045.6,4,400,54,k,11,48,0
splacona_cz,13,1137.19,3,400,66,k,95,48,0
splacona_cz,12,1200,3,300,35,k,8,14,0
splacona_cz,12,990.34,2,200,46,k,55,48,2
splacona_cz,11,2065.98,3,327,52,k,178,48,1
splacona,11,800.51,0,400,38,k,19,48,11
splacona_cz,11,5800,3,1000,47,k,53,48,0
splacona_cz,13,1817.24,2,400,57,k,17,48,1
splacona_cz,13,1239,3,300,77,k,269,48,0
splacona_cz,12,1400,2,300,25,m,11,32,1
splacona,16,763.38,3,200,57,m,210,48,46
splacona_cz,13,997,3,300,61,k,78,48,2
splacona,13,1801.41,0,515.96,58,k,37,48,9
windykacja,12,1030,3,241.15,54,m,8,24,936
splacona_cz,13,3600,2,1000,57,m,85,48,1
splacona_cz,11,1800,3,300,33,m,164,48,1
splacona,11,1400,0,300,23,m,24,48,0
splacona,11,2100,2,300,45,m,49,48,11
splacona_cz,13,1212,3,500,60,k,53,48,1
splacona,13,2098,3,700,75,m,196,48,211
splacona_cz,12,600,4,400,47,m,8,27,0
splacona,11,1400,3,200,49,m,13,48,0
splacona_cz,11,3200,3,662.81,52,m,188,48,0
splacona_cz,13,1000,3,500,60,k,67,48,0
splacona_cz,13,730,2,200,72,k,560,48,1
splacona_cz,13,802.83,3,200,65,k,200,48,0
splacona,13,3541.9,1,369.53,72,k,126,48,24
splacona_cz,11,1290,3,600,32,k,18,48,2
splacona_cz,11,3000,4,300,60,m,211,48,2
splacona,11,2284.23,1,400,43,m,299,48,2
splacona_cz,16,959.6,3,200,69,k,114,48,0
splacona_cz,11,1680,3,300,57,k,384,48,2
splacona,11,1250,0,500,61,m,64,48,16
odmowa,16,425,0,200,60,k,160,48,0
splacona_cz,11,1000,3,800,60,m,62,48,3
splacona_cz,11,1700,3,600,47,k,88,48,6
splacona_cz,16,892,2,409.15,65,k,200,48,0
splacona_cz,12,1050,2,294.37,52,k,33,36,0
splacona_cz,13,1130,3,300,62,k,102,48,0
splacona_cz,11,1172.2,3,300.4,56,k,36,48,0
splacona,98,5000,2,600,41,k,83,48,5
splacona_cz,11,1700,3,300,54,m,38,48,1
splacona_cz,13,611,2,300,57,k,138,48,1
splacona_cz,11,1320,3,500,53,m,341,48,0
splacona_cz,11,2470,4,426.61,49,k,353,48,0
splacona_cz,13,12220,2,200,57,m,70,48,4
splacona_cz,11,4000,4,400,53,m,9,48,0
odmowa,13,686.16,0,200,69,k,76,48,0
splacona_cz,16,1132,0,300,64,k,96,48,1
splacona_cz,17,985,4,200,20,m,12,13,0
splacona,13,2010,2,717.02,64,m,137,48,0
splacona_cz,11,2800,3,600,49,k,318,48,1
splacona_cz,13,729.03,4,500,70,k,256,48,0
windykacja,12,1500,0,1130.33,48,k,13,26,933
windykacja,12,700,3,250,40,m,8,23,933
splacona_cz,99,1393.85,2,200,29,m,4,4,6
splacona_cz,13,860,0,789.27,63,k,79,48,1
odmowa,11,1085.97,0,600,20,m,2,48,0
splacona_cz,13,1688.82,2,300,46,m,98,48,7
splacona,11,1617.68,2,200,52,k,84,48,215
splacona_cz,13,2100,3,1000,73,k,54,48,3
splacona,11,1058,0,300,35,m,13,48,0
splacona_cz,13,1700,3,500,72,m,13,48,3
splacona_cz,11,2927,2,454,38,k,200,48,0
splacona,11,2200,0,500,35,m,84,48,12
splacona_cz,11,1459,1,300,26,m,8,48,6
splacona_cz,13,936,1,500,60,k,30,48,0
splacona,13,2612,2,2500,72,m,81,48,30
splacona_cz,13,1090.14,3,400,61,k,74,48,2
splacona,16,1600,2,200,67,m,11,48,0
splacona_cz,13,1026,4,200,74,k,246,48,0
splacona,11,2011,0,416.61,52,m,210,48,13
splacona_cz,16,588,0,600,55,m,421,48,2
splacona_cz,13,1240,0,300,58,k,69,48,2
splacona_cz,13,1170,2,400,61,k,77,48,0
splacona_cz,11,1077.49,3,300,48,k,371,48,2
splacona_cz,12,1100,0,200,26,k,14,17,4
splacona,16,685,0,200,52,k,40,48,0
splacona_cz,13,3900,4,300,49,m,29,48,0
splacona_cz,13,1350,2,300,65,k,110,48,0
splacona_cz,12,1952.35,3,387.31,44,m,3,11,0
splacona,11,1300,0,200,53,m,451,48,0
splacona_cz,11,2258,4,1000,42,m,74,48,3
splacona_cz,11,1842.86,2,400,56,m,7,48,0
splacona,16,1589,0,250,58,k,26,48,0
splacona,11,1000,3,275.97,41,k,60,48,14
splacona_cz,12,1000,4,200,24,m,11,25,0
splacona_cz,13,1217,0,600,65,m,50,48,0
splacona,12,1030,0,200,51,m,8,48,3
splacona_cz,13,1134.96,0,200,68,k,160,48,0
odmowa,13,697,0,300,64,k,124,48,0
splacona_cz,16,1389,3,200,63,k,90,48,0
splacona_cz,12,1375.47,1,300,45,m,6,8,0
splacona_cz,13,2051,0,500,63,k,137,48,0
splacona_cz,13,1291.18,4,378.91,70,k,78,48,0
splacona_cz,13,1691.3,0,500,62,k,72,48,3
windykacja,17,1031,2,350,53,k,50,48,929
splacona,11,1680,4,586.65,57,k,69,48,2
splacona_cz,13,910.33,3,200,73,m,162,48,7
splacona,11,2353,3,1569.98,48,m,98,48,29
splacona_cz,12,2500,2,800,57,m,4,5,0
splacona_cz,11,1077,0,200,55,k,182,48,0
splacona_cz,11,1700,4,238.78,53,k,204,48,0
splacona_cz,11,1373.34,1,200,30,k,57,48,1
windykacja,11,2837,0,662.69,30,m,125,48,929
splacona_cz,12,1700,4,400,54,k,54,48,0
odmowa,13,578.75,0,200,60,k,8,48,0
splacona_cz,13,1300,0,300,77,k,192,48,0
splacona,11,1800,0,300,57,m,160,48,0
splacona_cz,13,850,3,400,66,k,66,48,2
splacona_cz,17,1200,4,200,25,k,164,48,0
splacona_cz,13,1601.87,0,350,64,m,44,48,6
splacona_cz,11,1700,3,500,51,k,305,48,0
splacona,11,1400,4,300,43,k,24,48,2
splacona_cz,13,910,4,200,66,k,69,48,0
splacona_cz,11,2094.17,0,200,53,m,240,48,0
splacona_cz,12,1000,1,300,50,m,42,48,1
splacona,13,1200.29,1,200,62,k,21,48,0
splacona_cz,13,1280,4,400,61,k,16,48,2
splacona_cz,11,1286.16,0,300,42,k,116,48,0
splacona_cz,13,1216,4,200,66,k,140,48,0
splacona_cz,13,1900,4,500,56,m,149,48,5
splacona,11,2200,0,200,42,m,42,48,0
splacona_cz,16,1770,4,500,58,m,88,48,0
odmowa,13,1501,0,500,63,k,140,48,0
splacona_cz,13,722.05,3,200,71,k,196,48,0
splacona,16,1235,0,200,70,k,32,48,0
splacona_cz,11,1721.7,4,385.97,54,k,119,48,0
splacona,11,1900,3,903.23,36,k,178,48,9
splacona_cz,11,1800,0,400,51,m,258,48,0
splacona_cz,12,1963.88,3,400,44,m,5,5,0
splacona,11,3898,0,400,36,m,180,48,0
splacona,13,1870,0,300,72,m,84,48,0
splacona_cz,13,1239.98,1,300,78,k,254,48,0
splacona_cz,12,984.34,3,200,53,k,17,20,4
splacona_cz,12,1447,4,500,29,k,21,24,1
odmowa,16,1278,0,700,24,m,77,48,0
splacona_cz,13,810,4,300,60,k,32,48,3
splacona_cz,11,1730.13,2,400,56,k,192,48,3
splacona_cz,11,2709.34,4,322.07,35,k,180,48,0
splacona_cz,11,2899.34,0,400,35,k,120,48,0
splacona,11,1906.42,2,227.08,60,k,211,48,7
windykacja_sp,13,1072,4,561.15,69,k,152,48,292
windykacja_sp,13,1400,0,500,59,k,53,48,385
splacona_cz,13,1050,4,600,61,k,138,48,0
splacona,11,2700,4,600,30,m,63,48,0
splacona_cz,17,728,4,200,27,m,99,48,3
splacona_cz,12,1634,2,300,22,k,11,12,3
windykacja,17,1896,0,500,22,m,33,33,924
windykacja,12,1029,0,300,23,m,3,11,924
splacona_cz,98,3000,1,1500,57,m,68,48,25
splacona_cz,13,2421.55,0,1070,80,k,244,48,0
odmowa,98,3000,0,250,23,m,13,48,0
splacona_cz,11,1566.82,0,200,46,m,348,48,0
splacona,13,1820,4,800,61,k,68,48,0
splacona_cz,13,907,2,200,70,k,233,48,2
splacona,12,1100,1,200,26,m,32,48,9
splacona_cz,11,1239.05,1,400,39,k,203,48,6
splacona_cz,12,1865,1,200,31,k,19,21,5
splacona_cz,98,3000,0,400,52,k,84,48,2
splacona_cz,11,2400,3,500,35,k,112,48,4
windykacja_sp,11,901,3,300,28,k,39,48,387
splacona_cz,13,2110,4,300,66,m,100,48,1
windykacja,13,1015,4,400,64,k,108,48,922
splacona_cz,11,2368.57,2,400,54,k,409,48,0
splacona_cz,11,2505,0,300,40,k,163,48,0
splacona_cz,17,1100,2,200,56,k,26,33,0
splacona,16,1072.89,4,255.49,55,k,121,48,0
splacona_cz,99,1100,1,200,53,k,51,48,1
splacona,13,1400,0,600,59,k,245,48,1
splacona_cz,99,598,0,200,52,k,2,6,0
splacona,13,1000,0,200,75,k,210,48,0
splacona_cz,13,785,0,200,72,k,63,48,0
splacona_cz,13,1900,0,400,75,k,120,48,0
splacona,11,2700,4,500,37,k,120,48,0
splacona,11,3100,4,500,32,k,120,48,0
splacona_cz,11,1800,4,500,49,k,52,48,1
splacona_cz,11,1493.98,3,200,47,k,360,48,0
splacona_cz,11,932.34,4,200,51,k,394,48,0
splacona_cz,11,1443,4,600,43,k,33,48,0
odmowa,11,6125.99,0,500,50,m,381,48,0
splacona_cz,12,1300,3,300,26,k,7,12,2
splacona_cz,12,1500,3,300,22,k,3,4,2
splacona_cz,98,4000,4,492.01,35,k,18,48,10
splacona,16,1362,4,400,53,k,28,48,0
splacona_cz,13,1244.77,4,300,58,k,38,48,4
splacona_cz,13,1872,4,700,58,k,34,48,2
splacona,16,1340,0,200,63,k,160,48,0
splacona,13,1573,0,300,67,m,88,48,1
odmowa,13,1030.71,0,200,71,k,260,48,0
odmowa,11,1052.34,0,500,48,m,53,48,0
odmowa,98,1000,0,800,21,m,3,48,0
splacona,98,2200,4,200,47,k,24,48,0
splacona,12,1637,0,300,30,m,51,48,0
splacona_cz,13,1668,4,395.77,63,k,90,48,0
splacona,13,1107,2,201.4,60,k,14,48,9
splacona,12,1048.27,0,200,39,k,2,19,13
splacona_cz,13,2282,0,300,61,k,24,48,0
windykacja_sp,11,1500,0,417,27,k,23,48,133
splacona_cz,16,634.64,3,300,57,k,135,48,0
splacona_cz,11,2327.94,0,500,24,m,34,48,0
splacona,11,2050,4,575.74,32,m,117,48,10
splacona_cz,98,911,4,300,46,k,97,48,1
splacona_cz,13,992.96,0,200,61,k,11,48,0
odmowa,12,700,0,300,55,k,20,23,0
splacona_cz,11,1000,4,300,30,m,56,48,1
splacona_cz,13,865,4,200,70,k,127,48,0
splacona_cz,11,2100,1,300,54,m,37,48,2
splacona_cz,11,992.84,4,300,49,k,120,48,0
splacona_cz,99,780,0,200,57,k,0,3,0
splacona_cz,11,2100,3,500,60,m,186,48,0
splacona,13,1370,3,600,59,k,75,48,0
splacona_cz,13,1500,4,371.45,61,m,22,48,1
splacona_cz,12,980,4,200,31,k,9,10,4
splacona,11,1300,1,600,54,k,67,48,19
splacona,11,1700,3,500,36,k,196,48,69
splacona,11,1638,0,1283.66,52,k,313,48,175
odmowa,11,1000,0,400,62,m,101,48,0
splacona_cz,13,1310,0,500,61,k,77,48,5
splacona_cz,16,1045,3,200,50,m,198,48,3
splacona_cz,12,1540,1,600,33,k,38,39,5
splacona_cz,11,983.97,2,200,57,k,77,48,5
splacona_cz,12,1038.68,0,300,46,k,20,26,0
splacona_cz,12,1032,4,295.24,46,k,37,40,4
splacona_cz,11,3300,0,300,44,m,236,48,0
odmowa,12,977,0,300,43,m,0,3,0
odmowa,16,848.27,0,200,52,k,173,48,0
splacona,13,815,1,400,67,k,143,48,0
odmowa,13,1255,0,200,77,k,180,48,0
splacona,11,1400,4,246.99,52,k,160,48,0
splacona_cz,12,1521,0,200,30,m,19,30,0
splacona_cz,11,980.11,1,400,34,k,44,48,6
splacona,12,1800,0,300,26,m,53,48,0
splacona_cz,17,990,0,500,50,k,71,48,0
splacona,11,2600,0,400,64,m,134,48,0
splacona_cz,11,1460.17,1,200,55,m,60,48,11
splacona,13,2000,4,450,68,m,44,48,12
windykacja_sp,16,1151,0,500,66,m,360,48,311
splacona_cz,16,1473.04,1,400,65,m,164,48,0
splacona,13,720,1,500,58,k,231,48,101
odmowa,16,1327.87,0,500,61,m,15,48,0
splacona_cz,16,749.28,4,200,53,k,64,48,0
splacona_cz,13,1420,0,300,70,m,52,48,4
splacona_cz,11,2500,0,895.59,47,m,203,48,4
splacona_cz,11,1400,0,300,52,k,160,48,0
splacona_cz,13,962,0,500,62,k,64,48,3
splacona_cz,13,1426,4,300,71,m,76,48,0
splacona_cz,13,1100,1,300,63,k,104,48,0
splacona_cz,11,967.64,3,200,48,k,318,48,0
splacona_cz,13,3700,4,700,62,k,26,48,0
splacona_cz,13,1772.53,1,300,71,m,279,48,4
splacona,13,1016,0,300,70,k,188,48,0
windykacja,11,2947,4,348.19,59,m,52,48,915
splacona_cz,16,980,4,407.31,68,k,130,48,9
splacona_cz,13,1362,4,500,61,k,55,48,14
splacona,13,2100,1,300,72,k,159,48,282
splacona,13,1900,4,500,62,k,87,48,0
splacona_cz,12,1000,4,328,60,m,11,14,0
splacona_cz,12,1000,4,328.32,50,k,31,34,0
splacona,11,1770,4,277.34,39,k,86,48,2
windykacja_sp,11,2249.14,0,500,57,k,240,48,155
splacona,13,1519,1,350,78,m,254,48,0
splacona_cz,11,2080,0,500,53,m,318,48,0
splacona,17,1079,0,200,49,k,29,38,0
splacona_cz,98,980,3,200,56,k,10,48,0
splacona,11,1577.42,1,400,50,k,205,48,23
splacona_cz,13,2066,4,700,61,k,129,48,2
windykacja,13,580,4,800,56,k,119,48,915
splacona_cz,11,3200,4,600,51,k,54,48,0
splacona_cz,12,670,4,300,45,m,9,11,0
splacona_cz,11,1400,4,200,54,k,117,48,2
splacona_cz,11,1300,4,200,39,m,45,48,0
splacona_cz,13,2291,1,1000,69,k,71,48,0
splacona_cz,98,1200,4,284.19,38,k,46,48,2
splacona_cz,11,900,4,300,46,k,93,48,1
splacona_cz,16,634,3,200,58,k,51,48,0
odmowa,99,730,0,400,42,k,3,6,0
odmowa,13,1409,0,300,63,k,61,48,0
splacona_cz,13,1026,4,200,74,k,247,48,1
splacona_cz,13,1658,4,296,59,k,29,48,0
splacona_cz,13,803.86,4,200,68,k,158,48,1
splacona_cz,99,2290.55,1,250,42,k,18,20,0
splacona_cz,13,562,0,300,71,m,81,48,1
splacona_cz,13,1287.66,3,200,63,m,96,48,0
splacona,11,1300,0,400,53,k,34,48,265
splacona_cz,11,1360,0,300,46,m,120,48,0
splacona_cz,13,670,0,200,65,k,66,48,0
splacona_cz,11,2050,0,799.85,33,k,29,48,7
splacona_cz,16,1411,1,400,60,k,66,48,2
splacona_cz,12,599.03,3,200,37,k,19,21,0
odmowa,12,989.89,0,300,46,k,6,10,0
splacona_cz,13,1233,3,300,63,k,123,48,0
splacona_cz,13,3440,4,800,55,k,51,48,0
splacona,13,1185.33,4,200,71,k,224,48,1
splacona_cz,13,3040,0,659.87,65,m,201,48,1
splacona_cz,13,1500,0,400,60,k,60,48,0
splacona_cz,12,1032.34,4,200,31,k,5,11,7
splacona_cz,13,1635,4,200,60,k,120,48,1
splacona_cz,13,975,4,218.32,61,k,27,48,7
splacona,11,2200,0,900,33,k,37,48,0
splacona_cz,13,1977,2,700,61,k,55,48,0
splacona_cz,13,960,4,315.49,73,m,140,48,6
splacona_cz,13,1162,4,200,62,m,221,48,1
splacona_cz,16,2300,5,700,55,k,63,48,0
splacona_cz,12,1500,1,800,35,m,33,35,10
odmowa,99,1300,0,200,23,m,1,3,0
splacona,11,1888.27,0,375.81,29,m,77,48,10
splacona_cz,13,917,2,300,63,k,76,48,0
splacona_cz,11,1344.9,3,216.24,45,k,46,48,0
splacona_cz,98,6000,0,1000,41,k,17,48,0
splacona_cz,16,1313.41,4,400,62,m,28,48,4
odmowa,11,2200,0,1000,39,k,204,48,0
splacona_cz,13,866.46,1,200,73,k,195,48,0
splacona_cz,11,2800,4,400,54,k,60,48,1
splacona_cz,11,2470,1,495.15,38,m,66,48,2
splacona,11,2000,0,600,46,m,51,48,0
splacona,13,1503,0,350,61,m,166,48,12
splacona_cz,12,1100,4,235.97,65,m,22,36,5
splacona,13,2120,4,600,68,k,119,48,0
splacona_cz,13,1200,4,500,70,k,119,48,9
splacona_cz,13,1013.74,4,460,65,k,113,48,2
odmowa,13,781.21,0,300,67,k,45,48,0
splacona_cz,11,1500,3,400,58,k,85,48,3
odmowa,13,1580,0,300,76,m,132,48,0
splacona_cz,17,547.89,1,350,56,k,56,48,4
splacona_cz,13,1031,0,300,66,k,121,48,0
splacona_cz,13,930,5,700,65,k,131,48,3
splacona,12,2673.17,4,600,51,m,112,48,3
splacona_cz,13,930,1,670,63,k,94,48,3
splacona_cz,13,714,5,400,62,k,222,48,0
splacona_cz,13,840,2,400,64,k,113,48,0
odmowa,13,1134,0,400,57,k,60,48,0
splacona_cz,11,2700,4,423.23,31,m,15,48,2
splacona_cz,12,1350,4,200,55,k,22,24,3
windykacja,12,1009.34,3,300,55,k,29,48,908
odmowa,12,1204,0,500,29,m,8,18,0
splacona,13,1611,2,200,65,m,141,48,0
splacona_cz,11,2500,0,500,49,k,233,48,0
windykacja_sp,12,1300,4,600,29,m,27,41,315
windykacja,17,798.8,4,300,54,m,149,48,908
splacona_cz,11,2670,4,1000,60,k,88,48,29
splacona_cz,13,1000,1,300,70,k,64,48,0
windykacja_sp,12,1042,1,300,49,m,5,11,351
splacona_cz,12,1027,4,300,39,k,9,48,3
splacona,11,3000,4,250,45,k,93,48,3
splacona_cz,12,1200,4,300,35,k,9,14,5
splacona_cz,13,1137.19,4,400,66,k,96,48,5
odmowa,12,1100,0,300,34,k,3,3,0
splacona_cz,13,1027,0,300,68,k,192,48,0
splacona,13,802.83,4,200,65,k,201,48,1
splacona,13,1239,4,400,77,k,270,48,5
splacona_cz,13,720.19,2,200,67,k,93,48,1
splacona,11,2250.05,2,500,61,m,176,48,380
splacona_cz,12,600,5,400,47,m,9,27,1
splacona_cz,11,3300,1,300,44,m,237,48,0
splacona,13,1150,0,300,75,m,138,48,16
splacona_cz,13,1189,4,265.58,62,k,70,48,1
splacona_cz,12,1574.45,3,417.8,47,m,31,35,0
splacona_cz,11,1320,4,500,53,m,342,48,1
splacona,11,3170,4,400,47,k,285,48,189
splacona_cz,11,1261.98,4,357.31,40,m,36,48,5
splacona_cz,16,837,3,350,61,m,231,48,0
splacona_cz,17,684,4,900,58,k,190,48,0
odmowa,12,1000,0,500,47,m,1,11,0
splacona_cz,11,3200,4,606.35,52,m,189,48,0
splacona_cz,13,1474.55,3,400,62,k,65,48,1
odmowa,11,1195,0,200,31,m,78,48,0
splacona_cz,13,951,4,500,73,k,162,48,5
splacona_cz,12,660,4,400,40,k,12,38,5
splacona_cz,16,1045.6,5,400,54,k,12,48,1
splacona_cz,12,1675,4,600,54,k,9,11,0
odmowa,98,1220,0,300,36,m,4,48,0
splacona_cz,11,5800,4,1000,47,k,54,48,1
splacona,13,3600,3,1000,57,m,86,48,0
splacona_cz,16,1600,0,200,63,k,24,48,0
splacona_cz,11,1800,4,300,33,m,165,48,0
splacona,12,1400,3,300,25,m,12,32,15
splacona_cz,13,1817.24,3,400,57,k,18,48,0
odmowa,11,1047,0,300,57,m,3,48,0
splacona_cz,16,1740,1,200,53,k,114,48,0
splacona_cz,13,640,1,500,72,k,139,48,4
splacona_cz,13,965,4,200,75,k,245,48,13
splacona_cz,11,1800,0,600,39,k,52,48,12
odmowa,16,634.64,0,300,66,m,69,48,0
splacona_cz,13,1212,4,500,60,k,54,48,0
odmowa,12,1300,0,500,23,m,0,2,0
splacona_cz,13,1684,4,367.31,61,k,20,48,8
splacona,13,2010,0,407.1,64,m,138,48,0
splacona,11,2065.98,4,327,52,k,179,48,19
splacona_cz,13,1000,4,500,60,k,68,48,4
splacona_cz,11,2927,3,449.33,38,k,201,48,2
odmowa,12,780,0,200,41,k,1,3,0
splacona,11,1400,0,200,23,m,25,48,0
splacona,11,1600,4,496.83,31,k,14,48,48
splacona_cz,16,959.6,4,200,69,k,115,48,0
odmowa,11,1031,0,500,49,m,3,48,0
splacona_cz,13,1170,3,400,61,k,78,48,0
splacona_cz,11,1172.2,4,200,56,k,37,48,2
splacona,16,892,3,321.21,65,k,201,48,0
splacona,13,2421.55,1,1070,80,k,245,48,0
splacona_cz,17,864.6,0,250,54,k,2,7,2
splacona_cz,13,1130,4,300,62,k,103,48,3
splacona,12,990.34,3,200,46,k,56,48,3
windykacja,11,2875.71,4,1075.62,42,m,278,48,903
splacona_cz,12,1050,3,286.94,52,k,34,36,2
splacona_cz,13,997,4,300,61,k,79,48,0
splacona,13,1428.55,4,200,66,k,137,48,4
splacona_cz,11,1900,0,693.7,38,k,208,48,0
splacona_cz,13,1300,1,300,77,k,193,48,0
splacona_cz,13,730,3,200,72,k,561,48,3
splacona,13,1217,1,600,65,m,51,48,0
splacona_cz,11,2470,5,426.61,49,k,354,48,2
splacona,99,598,1,200,52,k,3,6,3
splacona_cz,11,1700,4,300,54,m,39,48,4
splacona_cz,16,1589,0,400,58,k,27,48,3
splacona,13,1530,0,500,57,k,25,48,0
splacona_cz,11,4000,5,400,53,m,10,48,3
splacona_cz,17,985,5,200,20,m,13,17,4
splacona_cz,13,729.03,5,500,70,k,257,48,0
splacona_cz,13,611,3,300,57,k,139,48,1
splacona_cz,11,3000,5,300,60,m,212,48,3
splacona_cz,11,1290,4,600,32,k,19,48,0
splacona,13,1014,0,297.69,63,k,183,48,9
splacona_cz,12,830.46,3,600,47,k,45,48,4
splacona_cz,16,1132,1,300,64,k,97,48,0
splacona_cz,13,616,4,200,75,k,246,48,0
odmowa,16,793.89,0,200,34,k,203,48,0
splacona_cz,12,952.89,0,300,21,m,23,26,0
splacona_cz,13,3900,5,300,49,m,30,48,0
splacona_cz,13,1350,3,300,65,k,111,48,0
splacona,98,2000,0,200,31,m,14,48,0
splacona_cz,13,936,2,500,60,k,31,48,0
splacona,98,3178,0,388.45,43,m,201,48,11
splacona,12,1952.35,4,371.01,44,m,4,11,0
splacona_cz,11,1680,4,300,57,k,385,48,2
splacona_cz,11,2800,4,600,49,k,319,48,0
splacona,13,860,1,783.61,63,k,80,48,9
splacona,11,1000,4,800,60,m,63,48,0
splacona_cz,11,1842.86,3,400,56,m,8,48,1
splacona_cz,13,1210,0,300,65,k,138,48,2
splacona,13,2051,1,500,63,k,138,48,0
splacona_cz,12,1000,5,200,24,m,12,25,1
splacona_cz,13,1026,5,200,74,k,247,48,1
splacona_cz,11,1700,4,250,51,k,306,48,5
splacona_cz,98,5000,0,600,41,k,84,48,1
splacona,11,1077,1,200,55,k,183,48,0
splacona,12,1375.47,2,300,45,m,7,8,0
splacona_cz,16,588,1,600,55,m,422,48,8
splacona_cz,13,2100,4,1000,73,k,55,48,20
splacona_cz,16,685,0,200,52,k,41,48,0
splacona_cz,13,1240,1,300,58,k,70,48,0
splacona_cz,13,1090.14,4,400,61,k,75,48,0
splacona,11,1077.49,4,300,48,k,372,48,9
splacona_cz,13,12220,3,200,57,m,71,48,3
splacona_cz,13,1134.96,1,200,68,k,161,48,1
odmowa,11,1333,0,400,46,k,4,48,0
splacona_cz,11,1286.16,1,300,42,k,117,48,0
splacona,16,1389,4,200,63,k,91,48,0
splacona_cz,12,2500,3,800,57,m,5,10,0
splacona_cz,13,1291.18,5,378.91,70,k,79,48,0
splacona_cz,17,1200,5,200,25,k,165,48,5
splacona_cz,12,1700,5,400,54,k,55,48,0
odmowa,99,2200.33,0,800,29,m,2,2,0
splacona,11,1700,5,200,53,k,205,48,2
splacona_cz,11,2700,0,400,30,m,64,48,5
splacona_cz,13,1700,4,500,72,m,14,48,0
odmowa,16,639.31,0,200,59,k,417,48,0
splacona_cz,11,1700,4,600,47,k,89,48,6
splacona_cz,13,1295.37,0,300,71,m,307,48,0
odmowa,13,1390.98,0,300,61,k,73,48,0
splacona,11,1400,0,300,49,m,14,48,9
splacona,11,1300,0,300,53,m,452,48,0
splacona,11,1373.34,2,200,30,k,58,48,270
splacona,16,703,4,200,57,k,26,48,0
splacona,11,2258,5,1000,42,m,75,48,4
odmowa,13,1131.5,0,300,66,m,20,48,0
splacona_cz,13,910,5,200,66,k,70,48,0
splacona_cz,12,1100,1,200,26,k,15,17,4
windykacja_sp,12,3000,0,700,37,m,8,10,20
splacona_cz,11,2094.17,1,200,53,m,241,48,0
splacona,11,2899.34,1,300,35,k,121,48,0
splacona_cz,13,722.05,4,200,71,k,197,48,0
splacona_cz,13,1801.41,0,515.96,58,k,38,48,6
splacona_cz,13,1820,0,1000,61,k,69,48,0
odmowa,13,855,0,200,61,k,84,48,0
splacona_cz,13,1870,0,400,72,m,85,48,0
splacona_cz,16,1770,5,500,58,m,89,48,0
windykacja,11,1037.34,0,200,41,k,62,48,897
windykacja_sp,13,1149.06,0,397.31,60,k,161,48,263
splacona_cz,13,850,4,400,66,k,67,48,3
splacona_cz,99,1393.85,3,200,29,m,5,5,4
splacona,12,1500,0,300,21,m,6,8,0
splacona,13,1216,5,200,66,k,141,48,75
splacona,98,1357,0,300,48,k,1,48,0
splacona_cz,12,1000,2,300,50,m,43,48,0
splacona_cz,13,1239.98,2,300,78,k,255,48,0
splacona_cz,11,1721.7,5,345.97,54,k,120,48,0
splacona_cz,11,3898,0,500,36,m,181,48,3
odmowa,11,1881,0,800,24,m,36,48,0
splacona_cz,13,1691.3,1,500,62,k,73,48,13
odmowa,16,1825.35,0,200,57,k,105,48,0
splacona_cz,13,3900,0,400,59,m,114,48,2
splacona_cz,11,1459,2,300,26,m,9,48,7
splacona,11,1566.82,1,200,46,m,349,48,0
odmowa,12,476,0,300,39,k,12,14,0
splacona_cz,11,2709.34,5,314.83,35,k,181,48,3
splacona_cz,11,1800,1,400,51,m,259,48,0
windykacja,13,1688.82,3,298.74,46,m,99,48,894
splacona_cz,13,785,1,200,72,k,64,48,0
splacona_cz,13,1050,5,600,61,k,139,48,0
splacona_cz,12,1952.35,0,500,44,m,4,11,1
splacona_cz,11,980,0,400,48,k,200,48,0
windykacja_sp,11,1087,0,370,40,k,238,48,234
splacona,13,714,0,200,62,k,222,48,0
windykacja,11,2261,0,500,33,m,51,48,894
windykacja,11,1792,0,500,35,k,62,48,894
splacona_cz,12,1963.88,4,400,44,m,6,6,4
splacona_cz,13,1280,5,290,61,k,17,48,0
splacona,11,800.51,0,250,38,k,20,48,1
splacona_cz,13,1525.46,0,300,62,k,36,48,9
odmowa,13,757.1,0,200,67,k,198,48,0
splacona_cz,11,2100,0,300,45,m,50,48,0
odmowa,11,3800,0,1000,34,m,55,48,0
splacona_cz,16,1600,1,200,63,k,24,48,0
splacona_cz,12,1447,5,500,29,k,22,24,3
splacona_cz,13,2282,1,300,61,k,25,48,0
splacona,11,2368.57,3,399.72,54,k,410,48,15
odmowa,12,1106.03,0,400,58,m,17,26,0
odmowa,13,1212,0,200,61,k,199,48,0
odmowa,13,717.96,0,400,66,k,81,48,0
splacona,13,907,3,200,70,k,234,48,2
splacona_cz,11,932.34,5,200,51,k,395,48,0
splacona_cz,13,810,5,300,60,k,33,48,1
