@relation chwilowki

@attribute status_pozyczki {splacona_cz,splacona,odmowa,windykacja,windykacja_sp} 
@attribute rodzaj_zr_dochodu {13,12,11,17,98,99,16,15}
@attribute miesieczny_dochod_netto real
@attribute ktore_rolowanie {1,0,2,3,4,5,6} 
@attribute kwota_kredytu real
@attribute wiek numeric
@attribute plec {k,m}
@attribute okres_pobieral_dochod numeric
@attribute okres_bedzie_pobieral_dochod numeric
@attribute opoznienie_splaty numeric

@data
odmowa,11,960,0,400,42,k,4,48,0
splacona,11,1400,1,412.72,33,k,98,48,9
splacona_cz,11,1900,2,694,38,k,205,48,3
windykacja,12,950,1,200,37,m,4,15,978
splacona_cz,12,1000,2,328,60,m,9,10,4
splacona_cz,12,1000,2,328.32,50,k,29,29,4
splacona_cz,13,1900,2,500,62,k,85,48,1
splacona_cz,11,3335,2,600,56,m,430,48,2
splacona_cz,11,1087,1,377.69,40,k,235,48,5
odmowa,16,639.31,0,300,51,m,246,48,0
splacona_cz,13,2066,2,700,61,k,126,48,1
splacona_cz,13,975,2,253.12,61,k,24,48,3
odmowa,11,2424.72,0,1000,38,m,64,48,0
odmowa,11,2094.17,0,500,53,m,238,48,0
odmowa,11,2575.31,0,1000,54,k,190,48,0
splacona_cz,11,2250.05,0,500,61,m,173,48,1
splacona_cz,12,1100,2,300,65,m,19,36,1
splacona_cz,13,1977,0,700,61,k,52,48,3
odmowa,11,993.48,0,200,41,k,163,48,0
splacona,13,1134.96,2,200,68,k,159,48,16
splacona_cz,13,1287.66,1,200,63,m,94,48,2
splacona_cz,13,1538,2,200,63,m,99,48,3
splacona_cz,13,1426,2,300,71,m,75,48,0
odmowa,12,1200,0,200,59,m,0,23,0
splacona_cz,98,980,1,300,56,k,8,48,1
splacona_cz,12,670,2,300,45,m,7,11,0
splacona_cz,98,3178,2,500,43,m,199,48,2
splacona,13,1801.41,2,517.26,58,k,36,48,10
splacona_cz,11,2875.71,2,1100,42,m,276,48,6
odmowa,12,1030,0,300,39,k,19,23,0
splacona_cz,13,1026,2,200,74,k,245,48,1
splacona_cz,13,1185.33,2,200,71,k,222,48,0
splacona,11,2200,0,900,33,k,35,48,0
splacona,13,957.2,1,200,74,m,195,48,264
splacona,13,815,1,336.83,67,k,142,48,0
splacona_cz,13,840,0,400,64,k,111,48,0
odmowa,13,933.05,0,300,63,k,83,48,0
odmowa,16,1820,0,1000,59,k,24,48,0
splacona_cz,98,1200,2,285.97,38,k,44,48,2
splacona_cz,12,1032.34,2,200,31,k,3,11,0
odmowa,11,1510.08,0,1000,30,m,14,48,0
splacona_cz,12,1027,2,300,39,k,7,48,5
splacona_cz,11,1770,2,277.34,39,k,85,48,1
splacona_cz,13,3700,2,800,62,k,25,48,0
odmowa,11,1032,0,200,24,m,25,48,0
splacona,11,3500,2,400,42,m,26,48,139
splacona_cz,11,1400,2,200,54,k,115,48,1
splacona_cz,11,763,2,300,46,k,91,48,1
splacona_cz,13,1083.23,0,200,58,k,95,48,1
splacona,13,1272,1,500,62,m,14,48,270
splacona_cz,99,685,2,250,62,m,3,3,4
splacona,13,1519,0,200,78,m,252,48,0
splacona_cz,13,803.86,2,200,68,k,156,48,1
odmowa,12,1743,0,800,31,m,11,16,0
odmowa,12,961,0,500,63,m,76,48,0
splacona_cz,13,1193.65,1,400,63,m,7,48,1
splacona,11,1566.82,0,200,46,m,347,48,0
odmowa,12,1032.34,0,500,25,m,15,31,0
splacona_cz,13,1031,0,200,66,k,119,48,0
splacona,13,1149.06,1,400,60,k,159,48,47
splacona,13,1412,2,400,73,k,202,48,19
splacona,13,1591,2,381.29,66,m,74,48,12
splacona,16,755.1,1,200,64,k,132,48,12
splacona_cz,11,2065.98,2,327,52,k,177,48,7
splacona,12,1400,1,300,28,m,7,23,5
splacona,12,1500,0,800,35,m,31,35,0
splacona,13,860,2,789.27,63,k,78,48,11
odmowa,11,1079,0,300,52,k,175,48,0
splacona_cz,11,2800,2,400,54,k,58,48,3
splacona,13,1167.94,0,200,79,k,367,48,0
splacona,13,2802,2,700,72,m,245,48,307
splacona_cz,16,1045,1,200,50,m,197,48,0
windykacja,17,1485,2,500,58,m,141,48,973
odmowa,12,1035,0,200,24,m,2,2,0
splacona_cz,11,1300,2,300,39,m,43,48,0
odmowa,12,1792,0,800,43,k,156,48,0
splacona_cz,13,1162,2,200,62,m,219,48,2
splacona,13,1094,1,300,67,k,182,48,4
splacona_cz,13,1635,2,200,60,k,118,48,0
odmowa,98,30000,0,1000,41,m,73,48,0
odmowa,11,1033.52,0,300,39,k,75,48,0
splacona_cz,13,917,0,300,63,k,74,48,0
splacona_cz,13,2120,2,600,68,k,117,48,3
splacona,13,985.9,0,200,62,k,88,48,292
splacona_cz,16,1313.41,2,400,62,m,26,48,0
splacona_cz,13,1233,1,400,63,k,121,48,0
splacona_cz,13,1611,0,300,65,m,139,48,3
splacona_cz,13,819,0,200,57,m,55,48,0
splacona_cz,13,714,3,500,62,k,220,48,1
splacona_cz,11,3000,2,500,45,k,91,48,0
windykacja_sp,13,919,2,470.41,66,k,139,48,430
splacona_cz,98,5000,1,600,41,k,82,48,7
splacona_cz,12,700,2,250,40,m,7,23,8
splacona_cz,13,951,2,500,73,k,160,48,1
splacona_cz,13,1013.74,2,400,65,k,111,48,1
splacona_cz,11,1500,1,400,58,k,83,48,1
odmowa,13,1145.25,0,200,58,k,21,48,0
windykacja,11,1200,2,300,38,k,188,48,971
splacona_cz,13,1525.46,2,521.49,62,k,34,48,0
splacona_cz,13,5100,2,700,61,k,26,48,0
splacona,11,2327.94,0,200,24,m,33,48,0
splacona_cz,12,1030,2,241.15,54,m,7,24,5
splacona,11,2000,0,600,46,m,49,48,0
splacona_cz,16,2300,3,900,55,k,61,48,0
odmowa,11,1796,0,400,48,k,311,48,0
splacona_cz,12,660,2,400,40,k,10,38,3
splacona_cz,12,1009.34,1,300,55,k,27,48,2
splacona,12,1030,2,200,51,m,7,48,11
splacona,12,1600,0,400,56,m,33,48,0
splacona_cz,13,1425,0,400,60,k,77,48,1
splacona_cz,12,1350,2,281.29,55,k,20,24,1
splacona_cz,12,1000,3,200,24,m,10,25,8
splacona_cz,12,1675,2,600,54,k,7,11,2
odmowa,13,717.96,0,500,66,k,79,48,0
splacona_cz,12,1800,2,700,28,m,9,9,0
odmowa,12,1227,0,300,20,m,1,12,0
splacona,13,856,2,200,64,k,55,48,1
splacona,11,2700,1,300,39,m,7,48,0
windykacja_sp,13,1300,1,300,66,m,76,48,345
splacona_cz,13,1684,2,400,61,k,18,48,1
splacona,11,1800,0,200,57,m,159,48,0
splacona_cz,12,1600,2,498.47,31,k,12,12,1
splacona_cz,13,616,2,200,75,k,244,48,1
odmowa,12,900,0,300,67,m,6,7,0
splacona_cz,13,984,1,200,61,k,9,48,0
odmowa,13,1650,0,700,65,k,127,48,0
splacona_cz,11,1000,2,275.97,41,k,59,48,8
odmowa,11,2324,0,400,46,m,43,48,0
splacona_cz,12,1574.45,1,445.67,47,m,29,35,1
splacona_cz,11,1700,2,300,54,m,37,48,4
splacona_cz,12,830.46,1,600,47,k,43,48,1
splacona_cz,16,634,1,200,58,k,49,48,0
splacona,13,1160,0,200,75,k,209,48,0
splacona_cz,13,1500,2,200,58,k,44,48,0
windykacja,16,633.56,2,250,64,m,109,48,968
splacona_cz,13,910.33,2,200,73,m,161,48,8
odmowa,11,2139,0,500,49,k,84,48,0
odmowa,11,1433,0,400,41,k,158,48,0
splacona,12,2000,2,227.13,53,k,7,26,2
splacona_cz,16,703,2,200,57,k,24,48,1
splacona_cz,17,684,2,900,58,k,188,48,1
odmowa,12,1200,0,300,22,m,3,23,0
odmowa,99,761,0,400,37,m,0,12,0
splacona,13,640,0,500,72,k,137,48,1
odmowa,13,3519,0,1000,60,m,108,48,0
splacona_cz,13,965,2,200,75,k,243,48,1
splacona_cz,11,2353,2,1569.98,48,m,97,48,8
splacona_cz,13,802.83,2,200,65,k,199,48,4
splacona_cz,13,1137.19,2,400,66,k,94,48,0
splacona_cz,11,1000,2,800,60,m,61,48,3
splacona,13,2421.55,2,1000,80,k,243,48,13
splacona_cz,13,3600,1,1000,57,m,84,48,1
splacona,13,1601.87,1,350,64,m,43,48,10
splacona_cz,13,1239,2,300,77,k,268,48,1
odmowa,11,2215,0,900,39,m,204,48,0
splacona,13,1100,1,200,59,k,41,48,0
odmowa,11,950,0,500,40,k,178,48,0
splacona_cz,11,1261.98,2,400,40,m,34,48,0
windykacja,16,1138.01,0,300,73,k,5,48,967
splacona_cz,16,837,1,350,61,m,229,48,0
splacona_cz,12,990.34,1,200,46,k,54,48,0
splacona_cz,13,930,3,800,65,k,129,48,0
splacona_cz,11,3170,2,400,47,k,283,48,0
splacona_cz,12,600,3,400,47,m,7,27,1
splacona_cz,11,1459,0,300,26,m,7,48,5
splacona_cz,13,1130,2,300,62,k,101,48,3
windykacja_sp,16,906.07,0,200,52,k,10,48,263
splacona_cz,12,1400,1,300,25,m,10,32,1
splacona_cz,11,2100,1,300,45,m,48,48,1
splacona_cz,13,1428.55,2,235.97,66,k,135,48,0
splacona,16,655,2,500,53,k,29,48,152
splacona_cz,11,1800,2,300,33,m,163,48,1
splacona_cz,13,1474.55,1,400,62,k,63,48,0
splacona_cz,11,1617.68,1,200,52,k,83,48,5
windykacja,13,1768.93,2,500,63,m,267,48,967
splacona_cz,11,1400,2,200,49,m,12,48,1
splacona_cz,11,5800,2,900,47,k,52,48,0
odmowa,12,1440,0,200,43,m,3,11,0
splacona_cz,13,1189,2,265.58,62,k,68,48,0
splacona_cz,11,1172.2,2,400,56,k,35,48,2
splacona,16,1340,2,500,63,k,159,48,6
splacona,13,1672.59,1,200,62,m,20,48,0
splacona_cz,17,1031,1,350,53,k,49,48,6
splacona_cz,13,1000,2,500,60,k,66,48,2
odmowa,16,931.37,0,200,67,k,210,48,0
splacona_cz,13,1817.24,1,400,57,k,16,48,0
splacona,11,1510,2,900,58,m,164,48,151
odmowa,12,1000,0,1000,45,k,52,48,0
odmowa,12,1033,0,500,34,k,1,1,0
odmowa,12,1200,0,250,32,k,3,9,0
splacona_cz,13,997,2,300,61,k,77,48,0
splacona_cz,13,1212,2,500,60,k,52,48,0
splacona_cz,11,1680,2,300,57,k,383,48,2
splacona_cz,13,720.19,0,200,67,k,91,48,0
splacona,11,1638,0,1283.66,52,k,312,48,17
splacona_cz,11,1700,2,600,47,k,87,48,2
splacona,13,1442.43,3,200,79,k,139,48,0
splacona,11,1400,2,600,58,k,161,48,188
splacona_cz,11,2800,2,600,49,k,317,48,3
splacona_cz,13,3541.9,0,369.53,72,k,125,48,2
splacona,11,2100,1,500,27,k,21,48,0
splacona_cz,11,1290,2,600,32,k,17,48,2
splacona,12,1884.29,0,300,39,m,18,23,0
splacona_cz,13,730,1,200,72,k,559,48,0
odmowa,11,1542.33,0,500,43,k,276,48,0
splacona_cz,11,2284.23,0,400,43,m,298,48,0
splacona_cz,16,959.6,2,200,69,k,113,48,0
splacona_cz,99,1393.85,1,200,29,m,3,3,1
splacona_cz,13,2010,1,717.26,64,m,136,48,1
splacona_cz,13,12220,1,200,57,m,69,48,1
odmowa,11,2700,0,1000,43,m,144,48,0
splacona_cz,16,892,1,500,65,k,199,48,0
splacona,11,1360,3,200,46,m,118,48,0
splacona_cz,12,1050,1,295.97,52,k,32,36,0
splacona_cz,12,1200,2,300,35,k,7,14,0
splacona,13,1210,1,300,65,k,136,48,26
splacona_cz,11,3200,2,700,52,m,187,48,0
splacona_cz,16,1045.6,3,450,54,k,10,48,0
splacona_cz,13,1350,1,300,65,k,109,48,3
windykacja,11,1800,2,600,48,m,124,48,964
odmowa,12,1200,0,300,35,k,0,24,0
splacona,11,2249.14,2,500,57,k,239,48,18
splacona,13,785,2,200,72,k,62,48,0
splacona_cz,13,1688.82,1,300,46,m,97,48,2
splacona,11,1400,0,300,23,m,23,48,0
splacona_cz,11,4000,3,400,53,m,8,48,1
splacona,12,1037.34,1,300,30,m,18,24,0
splacona_cz,99,750,2,300,19,m,2,5,0
splacona_cz,13,611,1,300,57,k,137,48,1
splacona_cz,13,2098,2,700,75,m,195,48,0
odmowa,11,1585,0,500,22,m,2,48,0
splacona_cz,13,1700,2,500,72,m,12,48,2
windykacja,13,940,2,300,69,m,51,48,964
splacona_cz,11,1700,2,500,51,k,304,48,4
odmowa,12,1600,0,800,30,k,72,48,0
splacona_cz,11,1842.86,1,400,56,m,6,48,0
splacona_cz,13,3900,3,300,49,m,28,48,0
odmowa,16,461.6,0,200,58,m,378,48,0
splacona_cz,11,2470,3,426.61,49,k,352,48,0
splacona_cz,11,1320,2,500,53,m,340,48,0
splacona_cz,11,1239.05,0,400,39,k,202,48,7
splacona,13,1261.6,2,400,64,m,51,48,368
splacona,12,3000,0,700,37,m,6,10,34
splacona,13,1240,3,300,58,k,68,48,0
splacona_cz,13,936,0,500,60,k,29,48,0
splacona_cz,13,1026,3,200,74,k,245,48,0
splacona_cz,12,1952.35,2,400,44,m,2,11,0
splacona_cz,11,1400,3,300,43,k,23,48,4
splacona_cz,13,2612,1,1800,72,m,80,48,0
splacona_cz,13,1170,1,400,61,k,76,48,0
splacona_cz,11,1077.49,2,300,48,k,370,48,0
odmowa,12,2187.11,0,600,27,m,30,35,0
splacona_cz,11,2927,1,496.61,38,k,199,48,0
splacona_cz,12,2500,1,800,57,m,3,3,1
splacona_cz,17,985,3,200,20,m,11,11,0
splacona_cz,11,2258,3,1000,42,m,73,48,0
splacona_cz,13,1090.14,2,400,61,k,73,48,0
splacona_cz,11,1680,3,649.84,57,k,68,48,0
splacona_cz,11,1700,3,238.78,53,k,203,48,0
splacona_cz,13,1072,3,500,69,k,151,48,5
splacona_cz,13,729.03,3,300,70,k,255,48,0
odmowa,16,1124,0,500,69,k,135,48,0
splacona_cz,16,1389,2,200,63,k,89,48,0
splacona_cz,13,1291.18,3,381.29,70,k,77,48,0
splacona_cz,16,763.38,2,200,57,m,209,48,0
splacona_cz,13,1370,2,900,59,k,74,48,11
odmowa,12,1700,0,900,19,m,4,12,0
splacona,11,2080,3,500,53,m,316,48,15
splacona_cz,98,3000,0,1500,57,m,67,48,6
splacona_cz,11,3000,3,300,60,m,210,48,0
splacona_cz,11,1373.34,0,200,30,k,56,48,0
splacona_cz,17,1200,3,200,25,k,163,48,1
splacona,16,685,1,300,52,k,39,48,0
splacona_cz,13,850,2,400,66,k,65,48,1
splacona_cz,12,1700,3,400,54,k,53,48,0
splacona,17,990,3,500,50,k,70,48,13
splacona_cz,11,2400,2,600,35,k,111,48,6
windykacja,12,1030,0,296.54,34,m,3,23,959
splacona_cz,11,1900,2,903.23,36,k,177,48,3
splacona_cz,16,1600,1,500,67,m,10,48,0
splacona_cz,12,1447,3,500,29,k,20,24,4
splacona_cz,13,810,3,300,60,k,31,48,4
splacona_cz,11,2368.57,1,400,54,k,408,48,6
splacona,11,1500,0,378,27,k,22,48,9
splacona_cz,12,1375.47,0,300,45,m,5,8,0
splacona,11,4900,1,500,50,k,9,48,0
splacona,13,1017,3,200,68,k,159,48,0
splacona,16,588,3,600,55,m,420,48,0
windykacja,12,1136.86,1,200,28,m,10,24,959
splacona_cz,13,910,3,200,66,k,68,48,0
odmowa,98,600,0,200,29,k,3,48,0
splacona_cz,12,1634,1,300,22,k,10,10,3
splacona,11,2500,2,900,47,m,202,48,11
odmowa,16,1076.83,0,200,78,k,135,48,0
splacona_cz,13,1216,3,200,66,k,139,48,0
splacona_cz,13,1280,3,400,61,k,15,48,0
splacona_cz,11,1300,0,600,54,k,66,48,8
splacona_cz,11,2700,3,450,31,m,13,48,18
splacona,13,1400,2,500,59,k,52,48,1
splacona_cz,11,2050,3,575.74,32,m,116,48,7
splacona_cz,16,1770,3,500,58,m,87,48,0
splacona_cz,12,1865,0,300,31,k,18,21,3
splacona,11,1888.27,2,382.44,29,m,75,48,16
splacona_cz,12,1000,0,300,50,m,41,48,0
splacona_cz,11,1721.7,3,385.97,54,k,118,48,1
splacona_cz,13,1872,3,700,58,k,33,48,3
splacona_cz,11,2709.34,3,330.68,35,k,179,48,0
splacona_cz,13,1015,3,400,64,k,107,48,2
splacona_cz,12,984.34,2,200,53,k,16,20,0
splacona_cz,13,1239.98,0,300,78,k,253,48,0
splacona_cz,13,1200.29,0,400,62,k,20,48,0
odmowa,11,1183,0,500,39,k,15,48,0
splacona,13,2113.24,2,200,64,k,59,48,0
splacona_cz,11,2700,3,600,30,m,62,48,0
splacona,13,1454.91,2,400,58,k,40,48,0
splacona_cz,13,907,1,200,70,k,232,48,1
windykacja_sp,13,1457,2,300,73,m,77,48,293
splacona,11,1300,0,400,53,k,32,48,12
splacona_cz,12,1963.88,2,400,44,m,4,5,0
splacona_cz,11,1800,3,500,49,k,51,48,2
odmowa,12,1356,0,500,53,k,84,48,0
splacona_cz,11,1906.42,1,281.29,60,k,210,48,0
odmowa,11,1300,0,300,24,k,21,48,0
splacona_cz,13,1900,3,500,56,m,148,48,0
splacona_cz,13,1050,3,600,61,k,137,48,0
splacona_cz,98,4000,3,498.26,35,k,17,48,2
splacona_cz,13,1820,3,900,61,k,67,48,1
windykacja_sp,99,645.31,0,300,43,k,9,12,418
splacona,13,1399.99,1,300,61,k,13,48,1
splacona,13,1085,3,400,67,k,164,48,0
splacona_cz,11,1730.13,1,400,56,k,191,48,0
splacona,13,1650,0,300,59,k,113,48,0
odmowa,12,1457,0,300,35,m,5,7,0
splacona,11,1500,2,200,57,m,393,48,294
splacona,11,1660,0,300,63,m,48,48,6
splacona_cz,13,722.05,2,200,71,k,195,48,0
splacona,11,2050,1,799.85,33,k,27,48,11
windykacja_sp,12,988,0,200,54,m,7,12,271
splacona_cz,12,1100,0,200,26,m,31,48,0
splacona_cz,11,1443,3,600,43,k,32,48,1
splacona_cz,17,728,3,200,27,m,98,48,0
splacona_cz,11,2100,0,300,54,m,36,48,3
splacona,13,1503,2,400,61,m,164,48,13
splacona_cz,13,1362,3,500,61,k,54,48,7
splacona_cz,13,1244.77,3,300,58,k,37,48,1
splacona_cz,11,932.34,3,200,51,k,393,48,0
splacona_cz,11,901,2,300,28,k,38,48,0
splacona_cz,17,1100,1,200,56,k,25,33,0
splacona,13,3040,3,667.26,65,m,199,48,11
splacona_cz,11,2700,3,500,37,k,119,48,0
splacona_cz,11,3100,3,500,32,k,119,48,0
windykacja,11,3217,1,299.97,44,m,268,48,953
splacona,13,1125,1,300,65,k,123,48,0
splacona_cz,13,2110,3,300,66,m,99,48,0
splacona_cz,13,865,3,300,70,k,126,48,3
splacona_cz,12,1300,2,300,26,k,6,12,0
splacona_cz,16,1362,3,400,53,k,27,48,0
splacona_cz,12,1500,2,300,22,k,2,2,0
splacona_cz,13,1668,3,392.14,63,k,89,48,2
splacona_cz,11,983.97,1,200,57,k,76,48,4
splacona_cz,12,980,3,200,31,k,8,10,3
splacona_cz,11,1700,2,500,36,k,195,48,3
windykacja_sp,13,2015.55,1,600,69,m,109,48,429
splacona,13,1217,0,200,65,m,49,48,0
splacona,13,819,1,200,57,m,55,48,0
windykacja,16,650.77,0,200,64,m,46,48,952
splacona_cz,12,2673.17,3,600,51,m,110,48,13
splacona_cz,13,1107,1,231.29,60,k,13,48,2
splacona_cz,13,2291,0,1000,69,k,69,48,9
splacona,13,1400,3,600,59,k,244,48,0
splacona_cz,16,634.64,2,300,57,k,134,48,2
splacona_cz,98,911,3,300,46,k,96,48,2
splacona_cz,11,992.84,3,300,49,k,119,48,3
splacona_cz,11,1000,3,300,30,m,55,48,2
splacona_cz,13,2000,3,450,68,m,43,48,5
splacona,13,1180,0,300,74,m,138,48,0
windykacja_sp,13,1175,1,400,65,k,113,48,276
splacona_cz,11,2100,2,500,60,m,185,48,1
splacona,12,1382,2,200,37,k,19,23,0
splacona_cz,16,1072.89,3,300,55,k,120,48,0
splacona,11,1037.34,3,200,41,k,60,48,23
splacona_cz,98,2200,3,300,47,k,23,48,0
odmowa,11,1896.86,0,500,56,m,136,48,0
splacona_cz,11,1493.98,2,200,47,k,359,48,0
windykacja,13,1062,0,400,66,k,160,48,950
splacona_cz,11,2670,3,1000,60,k,86,48,11
splacona_cz,99,1100,0,200,53,k,50,48,0
splacona_cz,13,1500,3,376.37,61,m,21,48,1
windykacja,13,3100,0,600,64,m,136,48,950
odmowa,98,690,0,200,21,m,6,48,0
splacona_cz,11,1344.9,2,246.83,45,k,44,48,7
odmowa,98,583,0,300,58,m,111,48,0
splacona_cz,16,1045,2,200,50,m,197,48,0
splacona_cz,13,720,0,500,58,k,230,48,2
splacona,13,1016,1,250,70,k,187,48,0
splacona_cz,12,1032.34,3,200,31,k,3,11,6
splacona_cz,11,967.64,2,200,48,k,317,48,2
splacona,11,1800,2,600,39,k,50,48,13
splacona_cz,13,580,3,800,56,k,117,48,3
odmowa,12,1224,0,400,18,m,3,4,0
odmowa,11,3619,0,300,37,m,39,48,0
odmowa,16,436,0,200,23,k,12,48,0
splacona_cz,12,1032,3,296.54,46,k,36,40,1
splacona_cz,11,1577.42,0,400,50,k,203,48,3
splacona_cz,16,1411,0,400,60,k,64,48,5
splacona_cz,11,1460.17,0,200,55,m,59,48,1
splacona_cz,11,2250.05,1,500,61,m,174,48,11
splacona_cz,13,2066,3,700,61,k,127,48,2
splacona_cz,11,3200,3,600,51,k,52,48,2
splacona_cz,13,1658,3,300,59,k,27,48,4
splacona_cz,11,1400,3,300,52,k,159,48,0
splacona_cz,11,980.11,0,400,34,k,43,48,0
splacona_cz,13,1900,3,500,62,k,86,48,1
splacona_cz,16,980,3,400,68,k,129,48,1
odmowa,12,1138,0,300,24,m,0,24,0
splacona_cz,12,1540,0,600,33,k,37,39,0
splacona_cz,12,1100,3,235.97,65,m,20,36,7
odmowa,16,2600,0,200,74,m,439,48,0
splacona,11,3335,3,600,56,m,431,48,1
splacona_cz,13,815,0,400,67,k,142,48,0
splacona_cz,13,1185.33,3,200,71,k,222,48,4
splacona,12,1210,0,200,52,m,5,9,10
splacona_cz,16,749.28,3,200,53,k,63,48,0
odmowa,98,583,0,1000,50,m,135,48,0
splacona_cz,13,930,0,670,63,k,92,48,7
windykacja_sp,16,1528,1,300,58,m,373,48,312
splacona_cz,17,547.89,0,350,56,k,54,48,6
splacona_cz,13,1426,3,300,71,m,75,48,0
splacona,13,1031,1,200,66,k,119,48,0
splacona_cz,13,840,1,400,64,k,111,48,7
splacona_cz,12,670,3,300,45,m,7,11,1
splacona_cz,13,3700,3,800,62,k,25,48,0
splacona_cz,13,1100,0,300,63,k,103,48,0
splacona_cz,16,1473.04,0,400,65,m,164,48,0
splacona_cz,13,1519,0,350,78,m,253,48,0
splacona_cz,12,599.03,2,200,37,k,18,18,2
splacona_cz,98,980,2,200,56,k,9,48,0
splacona_cz,13,1026,3,200,74,k,246,48,2
splacona_cz,13,975,3,218.32,61,k,26,48,3
splacona_cz,11,2947,3,393.99,59,m,52,48,0
odmowa,11,3200,0,1000,26,m,3,48,0
splacona,11,1900,3,694,38,k,207,48,12
splacona_cz,13,2100,0,300,72,k,159,48,0
splacona_cz,12,1500,0,800,35,m,32,35,4
splacona,16,1151,0,300,66,m,360,48,0
splacona_cz,11,1770,3,277.34,39,k,86,48,0
splacona_cz,13,1977,1,700,61,k,54,48,3
splacona_cz,13,1287.66,2,200,63,m,95,48,0
splacona_cz,11,900,3,300,46,k,92,48,0
odmowa,11,2251.79,0,500,56,k,254,48,0
splacona_cz,13,960,3,300,73,m,139,48,1
odmowa,13,1413,0,400,75,k,164,48,0
windykacja,12,1800,0,300,27,m,34,48,943
splacona,13,1083.23,1,200,58,k,96,48,0
splacona_cz,13,3440,3,800,55,k,50,48,1
splacona,98,3178,3,427.09,43,m,200,48,11
splacona_cz,13,1772.53,0,400,71,m,279,48,0
splacona_cz,13,803.86,3,200,68,k,157,48,0
splacona_cz,13,1026,3,300,60,k,54,48,23
splacona,13,1014,1,297.69,63,k,182,48,11
splacona,13,1193.65,2,400,63,m,8,48,0
splacona_cz,98,1200,3,285.97,38,k,45,48,0
splacona_cz,12,1000,3,328.32,50,k,31,34,0
splacona_cz,12,1000,3,328,60,m,11,14,0
splacona_cz,11,1400,3,200,54,k,116,48,0
windykacja,12,1286,0,200,18,m,1,2,943
splacona_cz,12,1300,3,600,29,m,26,41,4
splacona_cz,17,798.8,3,300,54,m,148,48,4
splacona_cz,13,917,1,300,63,k,75,48,2
splacona,11,1087,2,377.69,40,k,237,48,18
splacona_cz,11,2470,0,500,38,m,65,48,3
splacona,13,1538,3,200,63,m,100,48,8
splacona_cz,11,1300,3,300,39,m,44,48,0
splacona_cz,13,1635,3,200,60,k,119,48,1
splacona_cz,99,2290.55,0,300,42,k,17,20,0
odmowa,11,1386,0,600,41,m,16,48,0
splacona,13,1167.94,0,200,79,k,368,48,0
splacona_cz,13,1233,2,400,63,k,122,48,0
splacona,13,1530,0,500,64,m,34,48,0
odmowa,11,2983,0,800,31,m,87,48,0
splacona_cz,16,1313.41,3,400,62,m,27,48,0
splacona,13,3900,0,300,59,m,113,48,1
splacona,13,1525.46,3,521.49,62,k,35,48,2
splacona_cz,13,1162,3,200,62,m,220,48,0
windykacja,99,685,3,250,62,m,4,4,941
splacona_cz,13,1200,3,500,70,k,118,48,1
splacona_cz,16,634,2,200,58,k,50,48,0
splacona_cz,16,2300,4,800,55,k,62,48,0
splacona_cz,12,1027,3,300,39,k,8,48,3
splacona,13,5100,3,262.81,61,k,27,48,0
splacona_cz,11,2800,3,400,54,k,59,48,0
splacona_cz,11,3000,3,500,45,k,92,48,3
splacona_cz,13,714,4,500,62,k,221,48,1
splacona_cz,11,2875.71,3,1100,42,m,277,48,6
splacona_cz,13,2120,3,600,68,k,118,48,0
splacona_cz,13,1013.74,3,400,65,k,112,48,0
splacona,13,984,2,200,61,k,10,48,1
splacona,13,1425,1,400,60,k,78,48,0
splacona_cz,13,720.19,1,200,67,k,92,48,4
splacona_cz,12,1350,3,281.29,55,k,21,24,1
splacona_cz,13,951,3,500,73,k,161,48,4
splacona,98,2000,0,300,31,m,13,48,0
splacona_cz,11,1500,2,400,58,k,84,48,0
splacona,11,2200,0,700,33,k,36,48,0
splacona_cz,13,866.46,0,200,73,k,194,48,0
splacona,11,1400,0,473,33,k,100,48,0
odmowa,13,1313,0,300,58,k,36,48,0
odmowa,16,540,0,300,23,k,13,48,0
splacona,11,2100,0,300,33,m,63,48,67
splacona,12,1800,3,700,28,m,10,10,7
splacona_cz,12,1009.34,2,300,55,k,28,48,0
splacona_cz,12,1042,0,300,49,m,4,4,1
odmowa,11,979.34,0,300,41,m,188,48,0
splacona_cz,13,1428.55,3,200,66,k,136,48,4
splacona_cz,13,1000,0,300,70,k,63,48,0
splacona_cz,12,660,3,400,40,k,11,38,2
splacona_cz,13,616,3,200,75,k,245,48,6
splacona_cz,11,1600,3,496.83,31,k,13,48,4
splacona_cz,13,1611,1,300,65,m,140,48,0
splacona_cz,13,1684,3,367.31,61,k,19,48,3
splacona,13,1500,3,200,58,k,45,48,3
odmowa,13,974,0,200,43,m,82,48,0
splacona_cz,16,1740,0,200,53,k,113,48,1
odmowa,11,1037,0,500,46,k,39,48,0
splacona_cz,11,3170,3,400,47,k,284,48,0
splacona_cz,13,930,4,700,65,k,130,48,0
splacona_cz,12,1574.45,2,426.66,47,m,30,35,0
splacona_cz,13,640,0,500,72,k,138,48,1
splacona_cz,13,1474.55,2,400,62,k,64,48,0
splacona_cz,12,830.46,2,600,47,k,44,48,4
splacona_cz,11,1261.98,3,357.31,40,m,35,48,0
splacona_cz,13,1189,3,265.58,62,k,69,48,0
splacona_cz,16,837,2,350,61,m,230,48,0
splacona_cz,17,684,3,900,58,k,189,48,0
splacona_cz,13,965,3,200,75,k,244,48,1
splacona_cz,16,703,3,200,57,k,25,48,8
